Date,설비용량(MW),공급능력(MW),최대전력(MW),공급예비력(MW),공급예비율(%)
2019-03-02,119350,93202,60563,32639,53.9
2019-03-03,119350,93415,59211,34204,57.8
2019-03-04,119350,91523,71880,19643,27.3
2019-03-05,119350,89577,73603,15974,21.7
2019-03-06,119350,90340,73573,16767,22.8
2019-03-07,119350,90568,72780,17788,24.4
2019-03-08,119350,91780,72390,19390,26.8
2019-03-09,119350,90590,62527,28063,44.9
2019-03-10,119350,90342,59584,30758,51.6
2019-03-11,119350,90487,72149,18338,25.4
2019-03-12,119350,90181,73773,16408,22.2
2019-03-13,119350,90422,74136,16286,22.0
2019-03-14,119350,91332,73378,17954,24.5
2019-03-15,119350,91330,73568,17762,24.1
2019-03-16,119350,91308,63088,28220,44.7
2019-03-17,119350,91088,59480,31608,53.1
2019-03-18,119350,89700,72008,17692,24.6
2019-03-19,119350,89997,70866,19131,27.0
2019-03-20,119350,88590,71675,16915,23.6
2019-03-21,119350,89654,71884,17770,24.7
2019-03-22,119350,90789,71617,19172,26.8
2019-03-23,119350,89921,62029,27892,45.0
2019-03-24,119350,90705,59274,31431,53.0
2019-03-25,119350,88593,72375,16218,22.4
2019-03-26,119350,88814,70390,18424,26.2
2019-03-27,119826,88343,68679,19664,28.6
2019-03-28,119826,87696,68576,19120,27.9
2019-03-29,119826,89996,67957,22039,32.4
2019-03-30,119826,90805,59993,30812,51.4
2019-03-31,119826,91010,59005,32005,54.2
2019-04-01,119826,89580,68918,20662,30.0
2019-04-02,119826,89630,69375,20255,29.2
2019-04-03,119826,89340,68911,20429,29.6
2019-04-04,119826,88395,68612,19783,28.8
2019-04-05,119826,88423,69788,18635,26.7
2019-04-06,119826,85244,59799,25445,42.6
2019-04-07,119826,85169,57246,27923,48.8
2019-04-08,119826,86824,66789,20035,30.0
2019-04-09,119826,87976,70499,17477,24.8
2019-04-10,119826,86455,73010,13445,18.4
2019-04-11,119826,85487,68823,16664,24.2
2019-04-12,119826,86705,65841,20864,31.7
2019-04-13,119826,83129,58741,24388,41.5
2019-04-14,119826,82158,57347,24811,43.3
2019-04-15,119826,85512,65652,19860,30.3
2019-04-16,119826,83106,65846,17260,26.2
2019-04-17,119826,82570,64858,17712,27.3
2019-04-18,119826,82853,65665,17188,26.2
2019-04-19,119826,84424,67286,17138,25.5
2019-04-20,119826,85289,57536,27753,48.2
2019-04-21,119826,83152,56357,26795,47.5
2019-04-22,119826,81942,65036,16906,26.0
2019-04-23,119826,81557,67676,13881,20.5
2019-04-24,119826,82852,66843,16009,24.0
2019-04-25,119826,83514,68406,15108,22.1
2019-04-26,119826,84099,68703,15396,22.4
2019-04-27,119826,82324,58248,24076,41.3
2019-04-28,119826,80878,56304,24574,43.6
2019-04-29,119826,82947,68904,14043,20.4
2019-04-30,119826,82853,65866,16987,25.8
2019-05-01,119826,81645,59257,22388,37.8
2019-05-02,119826,82415,64347,18068,28.1
2019-05-03,119826,81989,63488,18501,29.1
2019-05-04,119826,80918,55891,25027,44.8
2019-05-05,119826,79335,54877,24458,44.6
2019-05-06,119826,81530,59232,22298,37.6
2019-05-07,119826,79503,64119,15384,24.0
2019-05-08,119826,78364,65191,13173,20.2
2019-05-09,119826,80556,64637,15919,24.6
2019-05-10,119826,81679,65051,16628,25.6
2019-05-11,119826,79703,56737,22966,40.5
2019-05-12,119826,79573,55971,23602,42.2
2019-05-13,119826,80443,66385,14058,21.2
2019-05-14,119826,80697,66716,13981,21.0
2019-05-15,119826,80361,68076,12285,18.0
2019-05-16,119826,83421,69631,13790,19.8
2019-05-17,119826,85369,69583,15786,22.7
2019-05-18,119826,86935,58102,28833,49.6
2019-05-19,119826,85663,57545,28118,48.9
2019-05-20,119826,85532,64838,20694,31.9
2019-05-21,119826,84904,65571,19333,29.5
2019-05-22,119826,85640,66689,18951,28.4
2019-05-23,119826,85870,68535,17335,25.3
2019-05-24,119826,86270,70964,15306,21.6
2019-05-25,119826,82940,58952,23988,40.7
2019-05-26,119826,81999,57613,24386,42.3
2019-05-27,119826,86044,69700,16344,23.4
2019-05-28,119826,85268,66168,19100,28.9
2019-05-29,119826,85854,67474,18380,27.2
2019-05-30,119826,85645,68850,16795,24.4
2019-05-31,119826,87936,64992,22944,35.3
2019-06-01,119826,88112,56860,31252,55.0
2019-06-02,119826,87594,56758,30836,54.3
2019-06-03,119826,88900,69235,19665,28.4
2019-06-04,119826,90564,70611,19953,28.3
2019-06-05,119826,90898,70897,20001,28.2
2019-06-06,119826,90589,65996,24593,37.3
2019-06-07,119826,92817,65956,26861,40.7
2019-06-08,119826,88149,57222,30927,54.0
2019-06-09,119826,87928,56627,31301,55.3
2019-06-10,119826,87694,67097,20597,30.7
2019-06-11,119826,88715,67125,21590,32.2
2019-06-12,120471,88232,68360,19872,29.1
2019-06-13,120471,88551,69302,19249,27.8
2019-06-14,120471,88949,70094,18855,26.9
2019-06-15,120471,87091,58299,28792,49.4
2019-06-16,120471,86679,57589,29090,50.5
2019-06-17,120471,89409,69144,20265,29.3
2019-06-18,120471,90120,70283,19837,28.2
2019-06-19,120471,89717,71045,18672,26.3
2019-06-20,120471,90492,72419,18073,25.0
2019-06-21,120471,90556,71392,19164,26.8
2019-06-22,120471,88896,59611,29285,49.1
2019-06-23,120471,88127,58504,29623,50.6
2019-06-24,120471,90467,72358,18109,25.0
2019-06-25,120471,89869,74192,15677,21.1
2019-06-26,120471,89983,72691,17292,23.8
2019-06-27,120471,90520,75206,15314,20.4
2019-06-28,120471,90337,73877,16460,22.3
2019-06-29,121147,87932,61863,26069,42.1
2019-06-30,121147,87921,60661,27260,44.9
2019-07-01,121147,91817,73799,18018,24.4
2019-07-02,121147,92227,73871,18356,24.8
2019-07-03,121147,92712,74051,18661,25.2
2019-07-04,121147,93946,75978,17968,23.6
2019-07-05,121147,94391,77081,17310,22.5
2019-07-06,121147,91649,64664,26985,41.7
2019-07-07,121147,92607,61231,31376,51.2
2019-07-08,121147,94434,74511,19923,26.7
2019-07-09,121147,94279,74847,19432,26.0
2019-07-10,121147,95999,73582,22417,30.5
2019-07-11,121147,95381,73762,21619,29.3
2019-07-12,121147,94222,73720,20502,27.8
2019-07-13,121147,93081,62192,30889,49.7
2019-07-14,121147,93017,62384,30633,49.1
2019-07-15,121147,94590,75227,19363,25.7
2019-07-16,121147,94626,77005,17621,22.9
2019-07-17,121147,95420,77875,17545,22.5
2019-07-18,121147,95445,78538,16907,21.5
2019-07-19,121147,95691,81037,14654,18.1
2019-07-20,121147,94148,68096,26052,38.3
2019-07-21,121147,94528,64826,29702,45.8
2019-07-22,121147,97038,81923,15115,18.5
2019-07-23,121147,95593,84164,11429,13.6
2019-07-24,121147,97332,82716,14616,17.7
2019-07-25,121147,96927,82349,14578,17.7
2019-07-26,121147,97280,80943,16337,20.2
2019-07-27,121147,96160,71548,24612,34.4
2019-07-28,121147,95524,67137,28387,42.3
2019-07-29,121147,97017,80114,16903,21.1
2019-07-30,121147,97149,81567,15582,19.1
2019-07-31,121147,97185,78182,19003,24.3
2019-08-01,121147,97699,77967,19732,25.3
2019-08-02,121147,97519,77913,19606,25.2
2019-08-03,121147,94116,70485,23631,33.5
2019-08-04,121147,95160,70852,24308,34.3
2019-08-05,121147,97013,82885,14128,17.0
2019-08-06,121147,97597,82491,15106,18.3
2019-08-07,121147,98026,81077,16949,20.9
2019-08-08,121147,97218,84356,12862,15.2
2019-08-09,121147,97267,85400,11867,13.9
2019-08-10,121147,93371,75211,18160,24.1
2019-08-11,121147,94097,73304,20793,28.4
2019-08-12,121147,97108,86941,10167,11.7
2019-08-13,121147,96389,90314,6075,6.7
2019-08-14,121147,98540,90052,8488,9.4
2019-08-15,121147,96663,75693,20970,27.7
2019-08-16,121147,98046,81147,16899,20.8
2019-08-17,121147,96653,68337,28316,41.4
2019-08-18,121147,96791,66051,30740,46.5
2019-08-19,121147,98558,81590,16968,20.8
2019-08-20,121147,98607,83162,15445,18.6
2019-08-21,121147,99640,83782,15858,18.9
2019-08-22,121147,100471,82264,18207,22.1
2019-08-23,121147,100326,79012,21314,27.0
2019-08-24,121147,98115,64735,33380,51.6
2019-08-25,121147,98253,63326,34927,55.2
2019-08-26,121147,99869,79478,20391,25.7
2019-08-27,121147,99787,77998,21789,27.9
2019-08-28,121147,99232,79037,20195,25.6
2019-08-29,121147,99833,76683,23150,30.2
2019-08-30,122973,99882,73735,26147,35.5
2019-08-31,122973,97968,63393,34575,54.5
2019-09-01,122973,97308,61847,35461,57.3
2019-09-02,122973,96412,76231,20181,26.5
2019-09-03,122973,95152,77067,18085,23.5
2019-09-04,122973,95358,77939,17419,22.3
2019-09-05,122973,96786,79390,17396,21.9
2019-09-06,122973,96032,79916,16116,20.2
2019-09-07,122973,94243,68972,25271,36.6
2019-09-08,122973,92823,65686,27137,41.3
2019-09-09,122973,92717,78980,13737,17.4
2019-09-10,122490,91977,78650,13327,16.9
2019-09-11,122490,92360,73271,19089,26.1
2019-09-12,122490,89300,55025,34275,62.3
2019-09-13,122490,87867,50583,37284,73.7
2019-09-14,122490,87824,55077,32747,59.5
2019-09-15,122490,87737,58401,29336,50.2
2019-09-16,122490,88841,71926,16915,23.5
2019-09-17,122490,88944,72654,16290,22.4
2019-09-18,122490,90221,71310,18911,26.5
2019-09-19,122490,90289,71203,19086,26.8
2019-09-20,122490,89961,68997,20964,30.4
2019-09-21,122490,83252,60423,22829,37.8
2019-09-22,122490,85676,57175,28501,49.8
2019-09-23,122490,87757,67955,19802,29.1
2019-09-24,122490,87436,68030,19406,28.5
2019-09-25,122490,84067,69484,14583,21.0
2019-09-26,122490,84644,70942,13702,19.3
2019-09-27,122490,84363,70695,13668,19.3
2019-09-28,122490,83347,61652,21695,35.2
2019-09-29,122490,84097,59910,24187,40.4
2019-09-30,122490,84371,72703,11668,16.0
2019-10-01,122490,83471,73550,9921,13.5
2019-10-02,122490,85176,72674,12502,17.2
2019-10-03,122490,81703,65389,16314,24.9
2019-10-04,122490,80662,69517,11145,16.0
2019-10-05,122490,81526,58463,23063,39.4
2019-10-06,122490,83945,56929,27016,47.5
2019-10-07,122490,82629,67701,14928,22.0
2019-10-08,122490,82189,66068,16121,24.4
2019-10-09,122490,81179,62364,18815,30.2
2019-10-10,122490,80267,66814,13453,20.1
2019-10-11,122490,80279,65826,14453,22.0
2019-10-12,122490,79668,56963,22705,39.9
2019-10-13,122490,84062,56189,27873,49.6
2019-10-14,122490,80774,66445,14329,21.6
2019-10-15,122490,81374,66840,14534,21.7
2019-10-16,122490,82263,65339,16924,25.9
2019-10-17,122490,81826,65896,15930,24.2
2019-10-18,122490,82388,66319,16069,24.2
2019-10-19,122490,79662,57570,22092,38.4
2019-10-20,122490,82594,56578,26016,46.0
2019-10-21,122490,80786,66898,13888,20.8
2019-10-22,122490,81746,67468,14278,21.2
2019-10-23,122490,81763,67006,14757,22.0
2019-10-24,122490,82482,66741,15741,23.6
2019-10-25,122490,82728,65970,16758,25.4
2019-10-26,122490,83846,57066,26780,46.9
2019-10-27,122490,84834,56033,28801,51.4
2019-10-28,122490,82434,66673,15761,23.6
2019-10-29,124023,82395,67119,15276,22.8
2019-10-30,124023,81982,66526,15456,23.2
2019-10-31,124023,82886,66888,15998,23.9
2019-11-01,124023,85949,65117,20832,32.0
2019-11-02,124023,85945,56973,28972,50.9
2019-11-03,124023,86064,56036,30028,53.6
2019-11-04,124023,85676,65979,19697,29.9
2019-11-05,124023,85099,66471,18628,28.0
2019-11-06,124023,85861,65837,20024,30.4
2019-11-07,124023,88250,66635,21615,32.4
2019-11-08,124023,88048,66895,21153,31.6
2019-11-09,124023,84573,58848,25725,43.7
2019-11-10,124023,83166,57626,25540,44.3
2019-11-11,124023,85649,67084,18565,27.7
2019-11-12,124023,86750,68342,18408,26.9
2019-11-13,124392,85826,71244,14582,20.5
2019-11-14,124392,87748,72026,15722,21.8
2019-11-15,124392,86729,70876,15853,22.4
2019-11-16,124392,85664,60421,25243,41.8
2019-11-17,124392,85545,58646,26899,45.9
2019-11-18,124392,88940,71848,17092,23.8
2019-11-19,124392,87377,74393,12984,17.5
2019-11-20,124392,86728,74148,12580,17.0
2019-11-21,124392,88463,74041,14422,19.5
2019-11-22,124392,88001,71571,16430,23.0
2019-11-23,124392,83834,60030,23804,39.7
2019-11-24,124392,83730,57696,26034,45.1
2019-11-25,124392,89691,74250,15441,20.8
2019-11-26,124392,89075,72776,16299,22.4
2019-11-27,124392,87376,73684,13692,18.6
2019-11-28,124392,87908,73693,14215,19.3
2019-11-29,124392,89896,73720,16176,21.9
2019-11-30,124392,88910,62203,26707,42.9
2019-12-01,124392,85920,60978,24942,40.9
2019-12-02,124392,89693,76453,13240,17.3
2019-12-03,124392,88648,77950,10698,13.7
2019-12-04,124833,88239,76624,11615,15.2
2019-12-05,124833,90748,80251,10497,13.1
2019-12-06,124833,92934,81787,11147,13.6
2019-12-07,124833,88596,67875,20721,30.5
2019-12-08,124833,88512,64092,24420,38.1
2019-12-09,124833,91032,80600,10432,12.9
2019-12-10,124833,90073,79201,10872,13.7
2019-12-11,124833,89968,76860,13108,17.1
2019-12-12,124833,92176,78241,13935,17.8
2019-12-13,124833,93576,79110,14466,18.3
2019-12-14,124833,89108,64861,24247,37.4
2019-12-15,124833,89090,61405,27685,45.1
2019-12-16,124833,90759,76425,14334,18.8
2019-12-17,124833,90041,77487,12554,16.2
2019-12-18,124854,91281,77666,13615,17.5
2019-12-19,124854,91402,77689,13713,17.7
2019-12-20,124854,90896,79158,11738,14.8
2019-12-21,124854,88121,66564,21557,32.4
2019-12-22,124854,89528,62827,26701,42.5
2019-12-23,124854,91375,78779,12596,16.0
2019-12-24,124854,92536,79456,13080,16.5
2019-12-25,124854,92654,65610,27044,41.2
2019-12-26,124854,92905,79431,13474,17.0
2019-12-27,124854,93985,78548,15437,19.7
2019-12-28,124854,93308,65014,28294,43.5
2019-12-29,124854,94005,62540,31465,50.3
2019-12-30,124854,93749,75158,18591,24.7
2019-12-31,125338,97035,76223,20812,27.3
2020-01-01,125333,96804,64007,32797,51.2
2020-01-02,125333,95372,77180,18192,23.6
2020-01-03,125333,96134,78269,17865,22.8
2020-01-04,125333,94481,65628,28853,44.0
2020-01-05,125333,93438,63231,30207,47.8
2020-01-06,125333,93842,81890,11952,14.6
2020-01-07,125333,94123,80147,13976,17.4
2020-01-08,125333,95463,79002,16461,20.8
2020-01-09,125333,96303,79160,17143,21.7
2020-01-10,125333,95000,79247,15753,19.9
2020-01-11,125333,93323,66148,27175,41.1
2020-01-12,125333,93783,64008,29775,46.5
2020-01-13,125333,94946,80242,14704,18.3
2020-01-14,125353,94425,82329,12096,14.7
2020-01-15,125353,95018,81195,13823,17.0
2020-01-16,125358,94735,82352,12383,15.0
2020-01-17,125358,94484,81303,13181,16.2
2020-01-18,125358,91928,67399,24529,36.4
2020-01-19,125358,92976,64497,28479,44.2
2020-01-20,125358,94545,78922,15623,19.8
2020-01-21,125358,95606,79627,15979,20.1
2020-01-22,125358,94816,81438,13378,16.4
2020-01-23,125358,95986,76229,19757,25.9
2020-01-24,125358,94657,60789,33868,55.7
2020-01-25,125358,92307,54692,37615,68.8
2020-01-26,125358,91368,55281,36087,65.3
2020-01-27,125358,91781,59961,31820,53.1
2020-01-28,125358,93600,72476,21124,29.1
2020-01-29,125358,94774,76016,18758,24.7
2020-01-30,125358,95263,74457,20806,27.9
2020-01-31,125358,95312,75262,20050,26.6
2020-02-01,125358,94104,63369,30735,48.5
2020-02-02,125358,95485,61882,33603,54.3
2020-02-03,125358,95400,76775,18625,24.3
2020-02-04,125358,96258,77877,18381,23.6
2020-02-05,125358,97018,80770,16248,20.1
2020-02-06,125358,97069,81493,15576,19.1
2020-02-07,125358,96718,79761,16957,21.3
2020-02-08,125358,95448,65470,29978,45.8
2020-02-09,125358,96834,62873,33961,54.0
2020-02-10,125358,95475,76445,19030,24.9
2020-02-11,125358,94879,75830,19049,25.1
2020-02-12,125358,93859,77688,16171,20.8
2020-02-13,125887,95029,74042,20987,28.3
2020-02-14,125887,95318,72476,22842,31.5
2020-02-15,125887,93364,60935,32429,53.2
2020-02-16,125887,96078,63497,32581,51.3
2020-02-17,125887,97039,80648,16391,20.3
2020-02-18,125887,96863,80338,16525,20.6
2020-02-19,125887,96894,77972,18922,24.3
2020-02-20,125887,95750,74510,21240,28.5
2020-02-21,125887,96738,73398,23340,31.8
2020-02-22,125887,96245,62123,34122,54.9
2020-02-23,125887,96379,60988,35391,58.0
2020-02-24,125887,96071,71041,25030,35.2
2020-02-25,125887,94728,76417,18311,24.0
2020-02-26,125887,94390,72005,22385,31.1
2020-02-27,125887,93785,70327,23458,33.4
2020-02-28,125887,93914,74398,19516,26.2
2020-02-29,125887,92676,61341,31335,51.1
2020-03-01,125887,90853,59052,31801,53.9
2020-03-02,125887,93738,70171,23567,33.6
2020-03-03,125887,92536,69937,22599,32.3
2020-03-04,125887,92449,71207,21242,29.8
2020-03-05,125887,91190,71279,19911,27.9
2020-03-06,125887,91029,70461,20568,29.2
2020-03-07,125887,87952,61624,26328,42.7
2020-03-08,125887,87904,57799,30105,52.1
2020-03-09,125887,90748,69348,21400,30.9
2020-03-10,125887,90877,73329,17548,23.9
2020-03-11,125887,91229,69189,22040,31.9
2020-03-12,125887,90698,69187,21511,31.1
2020-03-13,125887,89983,69141,20842,30.1
2020-03-14,125887,85307,61420,23887,38.9
2020-03-15,125887,86578,59745,26833,44.9
2020-03-16,125887,89903,69166,20737,30.0
2020-03-17,125887,89602,70633,18969,26.9
2020-03-18,125887,88257,67700,20557,30.4
2020-03-19,125887,88786,68829,19957,29.0
2020-03-20,125887,89277,65269,24008,36.8
2020-03-21,125887,85555,58825,26730,45.4
2020-03-22,125887,84330,56264,28066,49.9
2020-03-23,125887,84764,65294,19470,29.8
2020-03-24,125887,84829,65456,19373,29.6
2020-03-25,125887,84385,64440,19945,31.0
2020-03-26,125887,83727,66984,16743,25.0
2020-03-27,125887,85189,67487,17702,26.2
2020-03-28,125887,83711,57706,26005,45.1
2020-03-29,125887,83156,56117,27039,48.2
2020-03-30,125887,86752,64310,22442,34.9
2020-03-31,125887,86469,64045,22424,35.0
2020-04-01,125887,92044,65397,26647,40.7
2020-04-02,125887,92581,64793,27788,42.9
2020-04-03,125887,92166,63334,28832,45.5
2020-04-04,125887,91190,57117,34073,59.7
2020-04-05,125887,90878,56568,34310,60.7
2020-04-06,125887,91182,64714,26468,40.9
2020-04-07,125887,90860,64082,26778,41.8
2020-04-08,125887,91327,64227,27100,42.2
2020-04-09,126262,89866,64862,25004,38.5
2020-04-10,126262,89377,63376,26001,41.0
2020-04-11,126262,88341,56756,31585,55.7
2020-04-12,126262,87889,56211,31678,56.4
2020-04-13,126262,87519,64411,23108,35.9
2020-04-14,126262,85438,62808,22630,36.0
2020-04-15,126262,85381,59614,25767,43.2
2020-04-16,126262,83416,63018,20398,32.4
2020-04-17,126262,83368,66699,16669,25.0
2020-04-18,126262,81674,55711,25963,46.6
2020-04-19,126262,83068,56027,27041,48.3
2020-04-20,126262,84130,64906,19224,29.6
2020-04-21,126262,85926,64403,21523,33.4
2020-04-22,126262,86202,63868,22334,35.0
2020-04-23,126262,85634,64118,21516,33.6
2020-04-24,126262,88897,62099,26798,43.2
2020-04-25,126262,88784,56341,32443,57.6
2020-04-26,126262,89516,54785,34731,63.4
2020-04-27,126262,90357,62669,27688,44.2
2020-04-28,126262,90838,61242,29596,48.3
2020-04-29,126262,91654,59574,32080,53.8
2020-04-30,126262,93909,55855,38054,68.1
2020-05-01,126262,92948,53435,39513,73.9
2020-05-02,126262,92659,52776,39883,75.6
2020-05-03,126262,91563,53877,37686,69.9
2020-05-04,126262,91579,57080,34499,60.4
2020-05-05,126262,91397,56310,35087,62.3
2020-05-06,126262,89731,61479,28252,46.0
2020-05-07,126580,88789,62127,26662,42.9
2020-05-08,126580,90233,62506,27727,44.4
2020-05-09,126580,87591,55520,32071,57.8
2020-05-10,126580,88343,54608,33735,61.8
2020-05-11,126580,86688,61467,25221,41.0
2020-05-12,126580,88047,61820,26227,42.4
2020-05-13,126580,89183,61203,27980,45.7
2020-05-14,126580,88998,62498,26500,42.4
2020-05-15,126580,88356,64508,23848,37.0
2020-05-16,126580,87257,54733,32524,59.4
2020-05-17,126580,90211,55310,34901,63.1
2020-05-18,126580,88211,65700,22511,34.3
2020-05-19,126580,92441,63817,28624,44.9
2020-05-20,126580,91454,61065,30389,49.8
2020-05-21,126580,90663,61329,29334,47.8
2020-05-22,126580,91340,61067,30273,49.6
2020-05-23,126580,94866,54830,40036,73.0
2020-05-24,126580,96012,54457,41555,76.3
2020-05-25,126580,94923,62174,32749,52.7
2020-05-26,126580,94878,62836,32042,51.0
2020-05-27,126580,93280,61192,32088,52.4
2020-05-28,126580,94699,61697,33002,53.5
2020-05-29,126580,93465,61765,31700,51.3
2020-05-30,126580,93168,54866,38302,69.8
2020-05-31,126798,91572,53975,37597,69.7
2020-06-01,126798,93552,62505,31047,49.7
2020-06-02,126798,92482,64274,28208,43.9
2020-06-03,126798,93068,66004,27064,41.0
2020-06-04,126798,90830,67908,22922,33.8
2020-06-05,126798,91841,67093,24748,36.9
2020-06-06,126798,90868,57796,33072,57.2
2020-06-07,126798,93095,56738,36357,64.1
2020-06-08,126798,93424,70986,22438,31.6
2020-06-09,126798,91007,73065,17942,24.6
2020-06-10,126798,91874,75247,16627,22.1
2020-06-11,126798,91127,72458,18669,25.8
2020-06-12,126798,90658,71925,18733,26.0
2020-06-13,126798,89021,61765,27256,44.1
2020-06-14,126798,89401,58071,31330,54.0
2020-06-15,126798,90337,68945,21392,31.0
2020-06-16,126798,88932,70355,18577,26.4
2020-06-17,126798,86671,71113,15558,21.9
2020-06-18,126798,88958,68208,20750,30.4
2020-06-19,127153,91543,67881,23662,34.9
2020-06-20,127153,90621,58749,31872,54.3
2020-06-21,127153,91226,58769,32457,55.2
2020-06-22,127153,92668,74046,18622,25.1
2020-06-23,127153,93139,74580,18559,24.9
2020-06-24,127153,94036,71085,22951,32.3
2020-06-25,127153,92616,70436,22180,31.5
2020-06-26,127153,94508,67237,27271,40.6
2020-06-27,127153,94225,59168,35057,59.2
2020-06-28,127153,94649,58627,36022,61.4
2020-06-29,127153,93710,71580,22130,30.9
2020-06-30,127338,96204,67390,28814,42.8
2020-07-01,127338,93570,67510,26060,38.6
2020-07-02,127338,95513,70435,25078,35.6
2020-07-03,127338,93248,69956,23292,33.3
2020-07-04,127338,90430,58241,32189,55.3
2020-07-05,127338,94623,58879,35744,60.7
2020-07-06,127338,96795,73331,23464,32.0
2020-07-07,127338,99029,72265,26764,37.0
2020-07-08,127338,98039,74371,23668,31.8
2020-07-09,127338,97338,75675,21663,28.6
2020-07-10,127338,97930,72503,25427,35.1
2020-07-11,127338,96925,61501,35424,57.6
2020-07-12,127338,98333,58411,39922,68.3
2020-07-13,127338,99746,68771,30975,45.0
2020-07-14,127338,99756,68457,31299,45.7
2020-07-15,127338,99753,68952,30801,44.7
2020-07-16,127338,100269,70509,29760,42.2
2020-07-17,127338,99492,71418,28074,39.3
2020-07-18,127338,97009,61204,35805,58.5
2020-07-19,127338,95880,62377,33503,53.7
2020-07-20,127338,98419,73800,24619,33.4
2020-07-21,127819,97779,74450,23329,31.3
2020-07-22,127819,95809,74111,21698,29.3
2020-07-23,127819,97026,72543,24483,33.7
2020-07-24,127819,95911,69401,26510,38.2
2020-07-25,127819,96250,59890,36360,60.7
2020-07-26,127819,96604,60578,36026,59.5
2020-07-27,127819,95989,73006,22983,31.5
2020-07-28,127819,96278,73747,22531,30.6
2020-07-29,127819,97376,73525,23851,32.4
2020-07-30,127819,97773,72981,24792,34.0
2020-07-31,127819,97643,72400,25243,34.9
2020-08-01,127819,97532,62900,34632,55.1
2020-08-02,127819,97712,62345,35367,56.7
2020-08-03,127819,97969,68035,29934,44.0
2020-08-04,127819,98627,71617,27010,37.7
2020-08-05,127819,98490,72543,25947,35.8
2020-08-06,127819,98650,73160,25490,34.8
2020-08-07,127819,98278,72986,25292,34.7
2020-08-08,127819,96841,64649,32192,49.8
2020-08-09,127819,98702,65302,33400,51.1
2020-08-10,127819,97823,80229,17594,21.9
2020-08-11,127819,97735,79148,18587,23.5
2020-08-12,127819,97600,82122,15478,18.8
2020-08-13,127819,99086,83777,15309,18.3
2020-08-14,127819,99312,82639,16673,20.2
2020-08-15,127819,97614,72195,25419,35.2
2020-08-16,127819,97669,70452,27217,38.6
2020-08-17,127819,97376,78553,18823,24.0
2020-08-18,127819,98698,86324,12374,14.3
2020-08-19,127819,99866,86698,13168,15.2
2020-08-20,127819,98613,86967,11646,13.4
2020-08-21,127819,99830,84425,15405,18.2
2020-08-22,127819,97583,69559,28024,40.3
2020-08-23,127819,97178,68538,28640,41.8
2020-08-24,127819,98291,85076,13215,15.5
2020-08-25,127819,97899,88574,9325,10.5
2020-08-26,127819,97951,89091,8860,9.9
2020-08-27,127819,98377,84961,13416,15.8
2020-08-28,128078,98247,85677,12570,14.7
2020-08-29,128078,94365,72836,21529,29.6
2020-08-30,128078,97818,71466,26352,36.9
2020-08-31,128078,98469,82673,15796,19.1
2020-09-01,128078,96797,82036,14761,18.0
2020-09-02,128078,96522,81356,15166,18.6
2020-09-03,128078,93299,74636,18663,25.0
2020-09-04,128078,92606,73772,18834,25.5
2020-09-05,128078,88098,61835,26263,42.5
2020-09-06,128078,91524,59566,31958,53.7
2020-09-07,128078,90928,69547,21381,30.7
2020-09-08,128078,91007,73153,17854,24.4
2020-09-09,128078,90356,71515,18841,26.3
2020-09-10,128078,89827,72738,17089,23.5
2020-09-11,128078,89004,73473,15531,21.1
2020-09-12,128078,85586,60966,24620,40.4
2020-09-13,128078,86405,59480,26925,45.3
2020-09-14,128078,88674,70702,17972,25.4
2020-09-15,128078,87732,73146,14586,19.9
2020-09-16,128078,87437,73144,14293,19.5
2020-09-17,128078,88228,71725,16503,23.0
2020-09-18,128078,89897,68259,21638,31.7
2020-09-19,128078,84851,59888,24963,41.7
2020-09-20,128078,87008,58261,28747,49.3
2020-09-21,128078,85529,67626,17903,26.5
2020-09-22,128078,85522,68157,17365,25.5
2020-09-23,128078,85480,68298,17182,25.2
2020-09-24,128078,85023,69151,15872,23.0
2020-09-25,128562,83744,67826,15918,23.5
2020-09-26,128562,82264,59397,22867,38.5
2020-09-27,128562,84816,58397,26419,45.2
2020-09-28,128562,86570,66036,20534,31.1
2020-09-29,128562,85624,60187,25437,42.3
2020-09-30,128562,85437,51986,33451,64.3
2020-10-01,128562,83392,48946,34446,70.4
2020-10-02,128562,83813,51651,32162,62.3
2020-10-03,128562,83911,53653,30258,56.4
2020-10-04,128562,84967,55638,29329,52.7
2020-10-05,128562,82923,65238,17685,27.1
2020-10-06,128562,83948,66935,17013,25.4
2020-10-07,128562,83795,66722,17073,25.6
2020-10-08,128562,85846,66261,19585,29.6
2020-10-09,128562,84994,62608,22386,35.8
2020-10-10,128562,85805,57877,27928,48.3
2020-10-11,128562,87356,57139,30217,52.9
2020-10-12,128562,87545,67195,20350,30.3
2020-10-13,128562,87140,67755,19385,28.6
2020-10-14,128562,87900,67364,20536,30.5
2020-10-15,128562,87965,67771,20194,29.8
2020-10-16,128562,88445,67349,21096,31.3
2020-10-17,128562,86170,59231,26939,45.5
2020-10-18,128562,86593,57306,29287,51.1
2020-10-19,128562,86637,67545,19092,28.3
2020-10-20,127762,86336,67824,18512,27.3
2020-10-21,127762,85999,68454,17545,25.6
2020-10-22,127762,86805,68374,18431,27.0
2020-10-23,127762,88205,67147,21058,31.4
2020-10-24,127762,87472,59213,28259,47.7
2020-10-25,127762,86531,57288,29243,51.0
2020-10-26,127762,85565,67680,17885,26.4
2020-10-27,127762,83430,67660,15770,23.3
