date,Dubai,Brent,WTI,,
2015-03-18,51.24,55.91,44.66,,
2015-03-19,53.4,54.43,43.96,,
2015-03-20,52.06,55.32,45.72,,
2015-03-23,52.87,55.92,47.45,,
2015-03-24,53.4,55.11,47.51,,
2015-03-25,52.69,56.48,49.21,,
2015-03-26,53.99,59.19,51.43,,
2015-03-27,56.37,56.41,48.87,,
2015-03-30,53.95,56.29,48.68,,
2015-03-31,53.84,55.11,47.6,,
2015-04-01,52.83,57.1,50.09,,
2015-04-02,54.63,54.95,49.14,,
2015-04-06,53.95,58.12,52.14,,
2015-04-07,55.01,59.1,53.98,,
2015-04-08,55.92,55.55,50.42,,
2015-04-09,53.31,56.57,50.79,,
2015-04-10,54.28,57.87,51.64,,
2015-04-13,56.58,57.93,51.91,,
2015-04-14,56.32,58.43,53.29,,
2015-04-15,56.82,60.32,56.39,,
2015-04-16,58.66,63.98,56.71,,
2015-04-17,59.21,63.45,55.74,,
2015-04-20,59.34,63.45,56.38,,
2015-04-21,59.25,62.08,55.26,,
2015-04-22,58.03,62.73,56.16,,
2015-04-23,58.6,64.85,57.74,,
2015-04-24,61.43,65.28,57.15,,
2015-04-27,62,64.83,56.99,,
2015-04-28,61.62,64.64,57.06,,
2015-04-29,61.65,65.84,58.58,,
2015-04-30,62.69,66.78,59.63,,
2015-05-01,,66.46,59.15,,
2015-05-04,63.03,66.45,58.93,,
2015-05-05,63.28,67.52,60.4,,
2015-05-06,64.79,67.77,60.93,,
2015-05-07,65.06,65.54,58.94,,
2015-05-08,62.96,65.39,59.39,,
2015-05-11,62.84,64.91,59.25,,
2015-05-12,62.4,66.86,60.75,,
2015-05-13,64.21,66.81,60.5,,
2015-05-14,63.61,66.59,59.88,,
2015-05-15,63.49,66.81,59.69,,
2015-05-18,63.58,66.27,59.43,,
2015-05-19,62.79,64.02,57.26,,
2015-05-20,61.75,65.03,58.98,,
2015-05-21,62.68,66.54,60.72,,
2015-05-22,64.03,65.37,59.72,,
2015-05-25,62.98,65.52,,,
2015-05-26,63.07,63.72,58.03,,
2015-05-27,62.11,62.06,57.51,,
2015-05-28,60.64,62.58,57.68,,
2015-05-29,61.11,65.56,60.3,,
2015-06-01,,64.88,60.2,,
2015-06-02,62.49,65.49,61.26,,
2015-06-03,62.3,63.8,59.64,,
2015-06-04,60.71,62.03,58,,
2015-06-05,59.03,63.31,59.13,,
2015-06-08,60.23,62.69,58.14,,
2015-06-09,59.64,64.88,60.14,,
2015-06-10,62.66,65.7,61.43,,
2015-06-11,63.44,65.11,60.77,,
2015-06-12,62.42,63.87,59.96,,
2015-06-15,61.29,62.61,59.52,,
2015-06-16,60.46,63.7,59.97,,
2015-06-17,60.81,63.87,59.92,,
2015-06-18,60.98,64.26,60.45,,
2015-06-19,60.93,63.02,59.61,,
2015-06-22,59.82,63.34,59.68,,
2015-06-23,60.11,64.45,61.01,,
2015-06-24,61.09,63.49,60.27,,
2015-06-25,60.26,63.2,59.7,,
2015-06-26,60.01,63.26,59.63,,
2015-06-29,59.36,62.01,58.33,,
2015-06-30,59.56,63.59,59.47,,
2015-07-01,60.93,62.01,56.96,,
2015-07-02,59.51,62.07,56.93,,
2015-07-03,59.45,60.32,,,
2015-07-06,57.93,56.54,52.53,,
2015-07-07,55.16,56.85,52.33,,
2015-07-08,54.98,57.05,51.65,,
2015-07-09,56.69,58.61,52.78,,
2015-07-10,58.19,58.73,52.74,,
2015-07-13,57.75,57.85,52.2,,
2015-07-14,56.25,58.51,53.04,,
2015-07-15,56.93,57.05,51.41,,
2015-07-16,55.75,57.51,50.91,,
2015-07-17,,57.1,50.89,,
2015-07-20,55.4,56.65,50.15,,
2015-07-21,54.68,57.04,50.36,,
2015-07-22,55.03,56.13,49.19,,
2015-07-23,54.22,55.27,48.45,,
2015-07-24,53.45,54.62,48.14,,
2015-07-27,52.87,53.47,47.39,,
2015-07-28,51.85,53.3,47.98,,
2015-07-29,51.86,53.38,48.79,,
2015-07-30,52.53,53.31,48.52,,
2015-07-31,52.07,52.21,47.12,,
2015-08-03,51.11,49.52,45.17,,
2015-08-04,50.13,49.99,45.74,,
2015-08-05,50.09,49.59,45.15,,
2015-08-06,49.71,49.52,44.66,,
2015-08-07,,48.61,43.87,,
2015-08-10,,50.41,44.96,,
2015-08-11,50.59,49.18,43.08,,
2015-08-12,49.37,49.66,43.3,,
2015-08-13,49.87,49.22,42.23,,
2015-08-14,49.43,49.03,42.5,,
2015-08-17,48.53,48.74,41.87,,
2015-08-18,48.22,48.81,42.62,,
2015-08-19,48.27,47.16,40.8,,
2015-08-20,46.73,46.62,41.14,,
2015-08-21,46.23,45.46,40.45,,
2015-08-24,44.4,42.69,38.24,,
2015-08-25,42.66,43.21,39.31,,
2015-08-26,42.94,43.14,38.6,,
2015-08-27,43.57,47.56,42.56,,
2015-08-28,46.84,50.05,45.22,,
2015-08-31,48.72,54.15,49.2,,
2015-09-01,49.98,49.56,45.41,,
2015-09-02,46.16,50.5,46.25,,
2015-09-03,47.01,50.68,46.75,,
2015-09-04,47.19,49.61,46.05,,
2015-09-07,46.6,47.63,,,
2015-09-08,45.93,49.52,45.94,,
2015-09-09,47.55,47.58,44.15,,
2015-09-10,45.75,48.89,45.92,,
2015-09-11,,48.14,44.63,,
2015-09-14,45.47,46.37,44,,
2015-09-15,43.87,46.63,44.59,,
2015-09-16,44.08,49.75,47.15,,
2015-09-17,46.78,49.08,46.9,,
2015-09-18,45.99,47.47,44.68,,
2015-09-21,44.58,48.92,46.68,,
2015-09-22,45,49.08,45.83,,
2015-09-23,45.13,47.75,44.48,,
2015-09-24,,48.17,44.91,,
2015-09-25,44.98,48.6,45.7,,
2015-09-28,45.01,47.34,44.43,,
2015-09-29,43.95,48.23,45.23,,
2015-09-30,44.31,48.37,45.09,,
2015-10-01,45.92,47.69,44.74,,
2015-10-02,45.38,48.13,45.54,,
2015-10-05,45.91,49.25,46.26,,
2015-10-06,46.48,51.92,48.53,,
2015-10-07,48.97,51.33,47.81,,
2015-10-08,48.41,53.05,49.43,,
2015-10-09,49.99,52.65,49.63,,
2015-10-12,49.61,49.86,47.1,,
2015-10-13,47.08,49.24,46.66,,
2015-10-14,46.52,49.15,46.64,,
2015-10-15,46.44,48.71,46.38,,
2015-10-16,46.58,50.46,47.26,,
2015-10-19,46.22,48.61,45.89,,
2015-10-20,44.61,48.71,45.55,,
2015-10-21,44.43,47.85,45.2,,
2015-10-22,43.71,48.08,45.38,,
2015-10-23,43.9,47.99,44.6,,
2015-10-26,43.48,47.54,43.98,,
2015-10-27,43.01,46.81,43.2,,
2015-10-28,43.11,49.05,45.94,,
2015-10-29,44.45,48.8,46.06,,
2015-10-30,43.94,49.56,46.59,,
2015-11-02,44.55,48.79,46.14,,
2015-11-03,43.89,50.54,47.9,,
2015-11-04,45.45,48.58,46.32,,
2015-11-05,43.7,47.98,45.2,,
2015-11-06,43.16,47.42,44.29,,
2015-11-09,42.88,47.19,43.87,,
2015-11-10,,47.44,44.21,,
2015-11-11,42.59,45.81,42.93,,
2015-11-12,41.68,44.06,41.75,,
2015-11-13,40.77,43.61,40.74,,
2015-11-16,40.35,44.56,41.74,,
2015-11-17,40.39,43.57,40.67,,
2015-11-18,39.64,44.14,40.75,,
2015-11-19,40.13,44.18,40.54,,
2015-11-20,40.07,44.66,40.39,,
2015-11-23,39.57,44.83,41.75,,
2015-11-24,40.7,46.12,42.87,,
2015-11-25,41.4,46.17,43.04,,
2015-11-26,40.94,45.46,,,
2015-11-27,40.37,44.86,41.71,,
2015-11-30,39.87,44.61,41.65,,
2015-12-01,39.8,44.44,41.85,,
2015-12-02,39.75,42.49,39.94,,
2015-12-03,38.29,43.84,41.08,,
2015-12-04,39.11,43,39.97,,
2015-12-07,38.35,40.73,37.65,,
2015-12-08,36.91,40.26,37.51,,
2015-12-09,36.49,40.11,37.16,,
2015-12-10,36.51,39.73,36.76,,
2015-12-11,36.2,37.93,35.62,,
2015-12-14,34.64,37.92,36.31,,
2015-12-15,33.82,38.45,37.35,,
2015-12-16,34.24,37.19,35.52,,
2015-12-17,32.86,37.06,34.95,,
2015-12-18,32.98,36.88,34.73,,
2015-12-21,31.98,36.35,34.74,,
2015-12-22,32,36.11,36.14,,
2015-12-23,31.82,37.36,37.5,,
2015-12-24,32.83,37.89,38.1,,
2015-12-28,32.61,36.62,36.81,,
2015-12-29,32.11,37.79,37.87,,
2015-12-30,32.74,36.46,36.6,,
2015-12-31,32.19,37.28,37.04,,
2016-01-04,32.54,37.22,36.76,,
2016-01-05,31.66,36.42,35.97,,
2016-01-06,30.76,34.23,33.97,,
2016-01-07,27.96,33.75,33.27,,
2016-01-08,29.11,33.55,33.16,,
2016-01-11,28.07,31.55,31.41,,
2016-01-12,26.44,30.86,30.44,,
2016-01-13,26.49,30.31,30.48,,
2016-01-14,26.04,31.03,31.2,,
2016-01-15,26.22,28.94,29.42,,
2016-01-18,24.65,28.55,,,
2016-01-19,24.72,28.76,28.46,,
2016-01-20,23.36,27.88,26.55,,
2016-01-21,22.83,29.25,29.53,,
2016-01-22,23.88,32.18,32.19,,
2016-01-25,26.1,30.5,30.34,,
2016-01-26,24.84,31.8,31.45,,
2016-01-27,26.11,33.1,32.3,,
2016-01-28,27.08,33.89,33.22,,
2016-01-29,28.37,34.74,33.62,,
2016-02-01,29.01,34.24,31.62,,
2016-02-02,28.08,32.72,29.88,,
2016-02-03,27.52,35.04,32.28,,
2016-02-04,29.51,34.46,31.72,,
2016-02-05,29.22,34.06,30.89,,
2016-02-08,,32.88,29.69,,
2016-02-09,,30.32,27.94,,
2016-02-10,26.2,30.84,27.45,,
2016-02-11,26.08,30.06,26.21,,
2016-02-12,26.86,33.36,29.44,,
2016-02-15,29.22,33.39,,,
2016-02-16,30.66,32.18,29.04,,
2016-02-17,28.31,34.5,30.66,,
2016-02-18,30.25,34.28,30.77,,
2016-02-19,30.07,33.01,29.64,,
2016-02-22,29.33,34.69,31.48,,
2016-02-23,29.69,33.27,31.87,,
2016-02-24,28.57,34.41,32.15,,
2016-02-25,29.46,35.29,33.07,,
2016-02-26,30.43,35.1,32.78,,
2016-02-29,29.99,35.97,33.75,,
2016-03-01,31.65,36.81,34.4,,
2016-03-02,31.95,36.93,34.66,,
2016-03-03,32.04,37.07,34.57,,
2016-03-04,32.17,38.72,35.92,,
2016-03-07,34.39,40.84,37.9,,
2016-03-08,35.56,39.65,36.5,,
2016-03-09,35.03,41.07,38.29,,
2016-03-10,36.25,40.05,37.84,,
2016-03-11,36.37,40.39,38.5,,
2016-03-14,35.69,39.53,37.18,,
2016-03-15,34.66,38.74,36.34,,
2016-03-16,34.8,40.33,38.46,,
2016-03-17,36.67,41.54,40.2,,
2016-03-18,37.42,41.2,39.44,,
2016-03-21,37.14,41.54,39.91,,
2016-03-22,37.43,41.79,41.45,,
2016-03-23,37.14,40.47,39.79,,
2016-03-24,36.04,40.44,39.46,,
2016-03-28,36.31,40.27,39.39,,
2016-03-29,36.17,39.14,38.28,,
2016-03-30,35.45,39.26,38.32,,
2016-03-31,35.05,39.6,38.34,,
2016-04-01,36.22,38.67,36.79,,
2016-04-04,34.84,37.69,35.7,,
2016-04-05,33.83,37.87,35.89,,
2016-04-06,34.69,39.84,37.75,,
2016-04-07,36.48,39.43,37.26,,
2016-04-08,36.71,41.94,39.72,,
2016-04-11,37.79,42.83,40.36,,
2016-04-12,38.67,44.69,42.17,,
2016-04-13,40.11,44.18,41.76,,
2016-04-14,39.66,43.84,41.5,,
2016-04-15,39.37,43.1,40.36,,
2016-04-18,37.73,42.91,39.78,,
2016-04-19,39.17,44.03,41.08,,
2016-04-20,39.03,45.8,42.63,,
2016-04-21,41.7,44.53,43.18,,
2016-04-22,41.01,45.11,43.73,,
2016-04-25,40.86,44.48,42.64,,
2016-04-26,40.83,45.74,44.04,,
2016-04-27,42.59,47.18,45.33,,
2016-04-28,43.22,48.14,46.03,,
2016-04-29,44.26,48.13,45.92,,
2016-05-02,,45.83,44.78,,
2016-05-03,43.03,44.97,43.65,,
2016-05-04,42.05,44.62,43.78,,
2016-05-05,42.45,45.01,44.32,,
2016-05-06,42.2,45.37,44.66,,
2016-05-09,42.84,43.63,43.44,,
2016-05-10,41.23,45.52,44.66,,
2016-05-11,42.18,47.6,46.23,,
2016-05-12,44.65,48.08,46.7,,
2016-05-13,44.39,47.83,46.21,,
2016-05-16,45.35,48.97,47.72,,
2016-05-17,45.68,49.28,48.31,,
2016-05-18,45.76,48.93,48.19,,
2016-05-19,44.75,48.81,48.16,,
2016-05-20,45.65,48.72,47.75,,
2016-05-23,44.87,48.35,48.08,,
2016-05-24,44.55,48.61,48.62,,
2016-05-25,45.27,49.74,49.56,,
2016-05-26,45.74,49.59,49.48,,
2016-05-27,45.31,49.32,49.33,,
2016-05-30,45.54,49.76,,,
2016-05-31,45.9,49.69,49.1,,
2016-06-01,45.44,49.72,49.01,,
2016-06-02,46.17,50.04,49.17,,
2016-06-03,46.28,49.64,48.62,,
2016-06-06,45.91,50.55,49.69,,
2016-06-07,46.82,51.44,50.36,,
2016-06-08,47.99,52.51,51.23,,
2016-06-09,48.98,51.95,50.56,,
2016-06-10,48.23,50.54,49.07,,
2016-06-13,47.06,50.35,48.88,,
2016-06-14,46.3,49.83,48.49,,
2016-06-15,46.09,48.97,48.01,,
2016-06-16,44.93,47.19,46.21,,
2016-06-17,44.48,49.17,47.98,,
2016-06-20,46.53,50.65,49.37,,
2016-06-21,46.4,50.62,48.85,,
2016-06-22,47.12,49.88,49.13,,
2016-06-23,46.48,50.91,50.11,,
2016-06-24,45.47,48.41,47.64,,
2016-06-27,45.11,47.16,46.33,,
2016-06-28,44.55,48.58,47.85,,
2016-06-29,45.73,50.61,49.88,,
2016-06-30,46.46,49.68,48.33,,
2016-07-01,45.19,50.35,48.99,,
2016-07-04,46.97,50.1,,,
2016-07-05,45.01,47.96,46.6,,
2016-07-06,,48.8,47.43,,
2016-07-07,44.99,46.4,45.14,,
2016-07-08,42.5,46.76,45.41,,
2016-07-11,41.97,46.25,44.76,,
2016-07-12,42.58,48.47,46.8,,
2016-07-13,43.41,46.26,44.75,,
2016-07-14,42.31,47.37,45.68,,
2016-07-15,42.59,47.61,45.95,,
2016-07-18,43.38,46.96,45.24,,
2016-07-19,42.21,46.66,44.65,,
2016-07-20,42.24,47.17,44.94,,
2016-07-21,42.73,46.2,44.75,,
2016-07-22,41.63,45.69,44.19,,
2016-07-25,41.38,44.72,43.13,,
2016-07-26,40.37,44.87,42.92,,
2016-07-27,40.59,43.47,41.92,,
2016-07-28,39.88,42.7,41.14,,
2016-07-29,38.64,42.46,41.6,,
2016-08-01,40.04,42.14,40.06,,
2016-08-02,38.85,41.8,39.51,,
2016-08-03,38.54,43.1,40.83,,
2016-08-04,39.99,44.29,41.93,,
2016-08-05,41.22,44.27,41.8,,
2016-08-08,41.59,45.39,43.02,,
2016-08-09,,44.98,42.77,,
2016-08-10,41.34,44.05,41.71,,
2016-08-11,40.49,46.04,43.49,,
2016-08-12,42.89,46.97,44.49,,
2016-08-15,44.43,48.35,45.74,,
2016-08-16,45.74,49.23,46.58,,
2016-08-17,45.85,49.85,46.79,,
2016-08-18,46.65,50.89,48.22,,
2016-08-19,47.26,50.88,48.52,,
2016-08-22,46.85,49.16,47.05,,
2016-08-23,45.38,49.96,48.1,,
2016-08-24,45.96,49.05,46.77,,
2016-08-25,45.59,49.67,47.33,,
2016-08-26,44.62,49.92,47.64,,
2016-08-29,45.82,49.26,46.98,,
2016-08-30,46.16,48.37,46.35,,
2016-08-31,44.79,47.04,44.7,,
2016-09-01,42.98,45.45,43.16,,
2016-09-02,41.71,46.83,44.44,,
2016-09-05,44.28,47.63,,,
2016-09-06,43.4,47.26,44.83,,
2016-09-07,43.67,47.98,45.5,,
2016-09-08,44.83,49.99,47.62,,
2016-09-09,45.45,48.01,45.88,,
2016-09-12,,48.32,46.29,,
2016-09-13,43.69,47.1,44.9,,
2016-09-14,43.57,45.85,43.58,,
2016-09-15,42.04,46.59,43.91,,
2016-09-16,42.34,45.77,43.03,,
2016-09-19,42.43,45.95,43.3,,
2016-09-20,41.99,45.88,43.44,,
2016-09-21,43.08,46.83,45.34,,
2016-09-22,43.58,47.65,46.32,,
2016-09-23,43.39,45.89,44.48,,
2016-09-26,42.15,47.35,45.93,,
2016-09-27,43.13,45.97,44.67,,
2016-09-28,42.37,48.69,47.05,,
2016-09-29,44.65,49.24,47.83,,
2016-09-30,45.11,49.06,48.24,,
2016-10-03,47.87,50.89,48.81,,
2016-10-04,47.83,50.87,48.69,,
2016-10-05,48.83,51.86,49.83,,
2016-10-06,48.77,52.51,50.44,,
2016-10-07,50.07,51.93,49.81,,
2016-10-10,48.9,53.14,51.35,,
2016-10-11,50.01,52.41,50.79,,
2016-10-12,50.03,51.81,50.18,,
2016-10-13,49.07,52.03,50.44,,
2016-10-14,49.88,51.95,50.35,,
2016-10-17,49.12,51.52,49.94,,
2016-10-18,49.23,51.68,50.29,,
2016-10-19,49.67,52.67,51.6,,
2016-10-20,49.66,51.38,50.43,,
2016-10-21,48.82,51.78,50.85,,
2016-10-24,49.48,51.46,50.52,,
2016-10-25,49.2,50.79,49.96,,
2016-10-26,47.91,49.98,49.18,,
2016-10-27,48.16,50.47,49.72,,
2016-10-28,48.4,49.71,48.7,,
2016-10-31,47.44,48.3,46.86,,
2016-11-01,45.42,48.14,46.67,,
2016-11-02,44.08,46.86,45.34,,
2016-11-03,43.52,46.35,44.66,,
2016-11-04,42.84,45.58,44.07,,
2016-11-07,42.69,46.15,44.89,,
2016-11-08,42.87,46.04,44.98,,
2016-11-09,42.57,46.36,45.27,,
2016-11-10,43.67,45.84,44.66,,
2016-11-11,43.7,44.75,43.41,,
2016-11-14,41.95,44.43,43.32,,
2016-11-15,41.97,46.95,45.81,,
2016-11-16,43.45,46.63,45.57,,
2016-11-17,43.47,46.49,45.42,,
2016-11-18,42.8,46.86,45.69,,
2016-11-21,44.47,48.9,47.49,,
2016-11-22,46.08,49.12,48.03,,
2016-11-23,46.07,48.95,47.96,,
2016-11-24,45.67,49,,,
2016-11-25,45.97,47.24,46.06,,
2016-11-28,43.76,48.24,47.08,,
2016-11-29,44.65,46.38,45.23,,
2016-11-30,44.12,50.47,49.44,,
2016-12-01,49.02,53.94,51.06,,
2016-12-02,50.39,54.46,51.68,,
2016-12-05,51.64,54.94,51.79,,
2016-12-06,51.65,53.93,50.93,,
2016-12-07,50.35,53,49.77,,
2016-12-08,50.3,53.89,50.84,,
2016-12-09,51.32,54.33,51.5,,
2016-12-12,54.18,55.69,52.83,,
2016-12-13,52.85,55.72,52.98,,
2016-12-14,52.69,53.9,51.04,,
2016-12-15,51.65,54.02,50.9,,
2016-12-16,51.69,55.21,51.9,,
2016-12-19,52.86,54.92,52.12,,
2016-12-20,52.09,55.35,52.23,,
2016-12-21,52.87,54.46,52.49,,
2016-12-22,51.78,55.05,52.95,,
2016-12-23,52.21,55.16,53.02,,
2016-12-27,52.72,56.09,53.9,,
2016-12-28,53.73,56.22,54.06,,
2016-12-29,53.9,56.14,53.77,,
2016-12-30,53.83,56.82,53.72,,
2017-01-03,54.65,55.47,52.33,,
2017-01-04,53.99,56.46,53.26,,
2017-01-05,54.28,56.89,53.76,,
2017-01-06,54.25,57.1,53.99,,
2017-01-09,54.35,54.94,51.96,,
2017-01-10,53.14,53.64,50.82,,
2017-01-11,52.22,55.1,52.25,,
2017-01-12,53.45,56.01,53.01,,
2017-01-13,54.3,55.45,52.37,,
2017-01-16,53.29,55.86,,,
2017-01-17,53.88,55.47,52.48,,
2017-01-18,53.84,53.92,51.08,,
2017-01-19,53.03,54.16,51.37,,
2017-01-20,52.91,55.49,52.42,,
2017-01-23,53.52,55.23,52.75,,
2017-01-24,53.98,55.44,53.18,,
2017-01-25,53.47,55.08,52.75,,
2017-01-26,53.86,56.24,53.78,,
2017-01-27,54.49,55.52,53.17,,
2017-01-30,,55.23,52.63,,
2017-01-31,53.23,55.7,52.81,,
2017-02-01,53.22,56.8,53.88,,
2017-02-02,54.94,56.56,53.54,,
2017-02-03,55.45,56.81,53.83,,
2017-02-06,55.31,55.72,53.01,,
2017-02-07,54.17,55.05,52.17,,
2017-02-08,53.35,55.12,52.34,,
2017-02-09,53.79,55.63,53,,
2017-02-10,53.78,56.7,53.86,,
2017-02-13,54.76,55.59,52.93,,
2017-02-14,54.14,55.97,53.2,,
2017-02-15,54,55.75,53.11,,
2017-02-16,53.95,55.65,53.36,,
2017-02-17,54.06,55.81,53.4,,
2017-02-20,54.46,56.18,,,
2017-02-21,54.64,56.66,54.06,,
2017-02-22,54.68,55.84,53.59,,
2017-02-23,54.75,56.58,54.45,,
2017-02-24,54.7,55.89,53.99,,
2017-02-27,55.18,55.93,54.05,,
2017-02-28,,55.59,54.01,,
2017-03-01,55.13,56.36,53.83,,
2017-03-02,54.85,55.08,52.61,,
2017-03-03,53.68,55.9,53.33,,
2017-03-06,53.85,56.01,53.2,,
2017-03-07,54.44,55.92,53.14,,
2017-03-08,54.02,53.11,50.28,,
2017-03-09,52.52,52.19,49.28,,
2017-03-10,51.16,51.37,48.49,,
2017-03-13,50.04,51.35,48.4,,
2017-03-14,49.82,50.92,47.72,,
2017-03-15,50.01,51.81,48.86,,
2017-03-16,50.64,51.74,48.75,,
2017-03-17,50.13,51.76,48.78,,
2017-03-20,50.05,51.62,48.22,,
2017-03-21,50.42,50.96,47.34,,
2017-03-22,49.02,50.64,48.04,,
2017-03-23,49.17,50.56,47.7,,
2017-03-24,48.97,50.8,47.97,,
2017-03-27,48.84,50.75,47.73,,
2017-03-28,49.23,51.33,48.37,,
2017-03-29,50.14,52.42,49.51,,
2017-03-30,50.71,52.96,50.35,,
2017-03-31,50.78,52.83,50.6,,
2017-04-03,51.67,53.12,50.24,,
2017-04-04,51.1,54.17,51.03,,
2017-04-05,52.99,54.36,51.15,,
2017-04-06,52.64,54.89,51.7,,
2017-04-07,53.94,55.24,52.24,,
2017-04-10,53.88,55.98,53.08,,
2017-04-11,54.33,56.23,53.4,,
2017-04-12,54.61,55.86,53.11,,
2017-04-13,54.16,55.89,53.18,,
2017-04-17,53.49,55.36,52.65,,
2017-04-18,53.12,54.89,52.41,,
2017-04-19,53.04,52.93,50.44,,
2017-04-20,51.46,52.99,50.27,,
2017-04-21,51.36,51.96,49.62,,
2017-04-24,50.94,51.6,49.23,,
2017-04-25,50.13,52.1,49.56,,
2017-04-26,50.57,51.82,49.62,,
2017-04-27,50.02,51.44,48.97,,
2017-04-28,50.16,51.73,49.33,,
2017-05-01,,51.52,48.84,,
2017-05-02,,50.46,47.66,,
2017-05-03,49.68,50.79,47.82,,
2017-05-04,,48.38,45.52,,
2017-05-05,47.97,49.1,46.22,,
2017-05-08,,49.34,46.43,,
2017-05-09,48.38,48.73,45.88,,
2017-05-10,,50.22,47.33,,
2017-05-11,49.64,50.77,47.83,,
2017-05-12,49.46,50.84,47.84,,
2017-05-15,50.82,51.82,48.85,,
2017-05-16,51.09,51.65,48.66,,
2017-05-17,50.42,52.21,49.07,,
2017-05-18,51,52.51,49.35,,
2017-05-19,51.96,53.61,50.33,,
2017-05-22,52.79,53.87,50.73,,
2017-05-23,52.31,54.15,51.47,,
2017-05-24,53.1,53.96,51.36,,
2017-05-25,52.78,51.46,48.9,,
2017-05-26,50.42,52.15,49.8,,
2017-05-29,50.65,52.29,,,
2017-05-30,50.48,51.84,49.66,,
2017-05-31,50.09,50.31,48.32,,
2017-06-01,50.16,50.63,48.36,,
2017-06-02,48.34,49.95,47.66,,
2017-06-05,48.77,49.47,47.4,,
2017-06-06,47.89,50.12,48.19,,
2017-06-07,48.42,48.06,45.72,,
2017-06-08,47.07,47.86,45.64,,
2017-06-09,46.46,48.15,45.83,,
2017-06-12,47.02,48.29,46.08,,
2017-06-13,47.3,48.72,46.46,,
2017-06-14,46.84,47,44.73,,
2017-06-15,45.37,46.92,44.46,,
2017-06-16,45.88,47.37,44.74,,
2017-06-19,45.68,46.91,44.2,,
2017-06-20,45.62,46.02,43.23,,
2017-06-21,44.32,44.82,42.53,,
2017-06-22,43.5,45.22,42.74,,
2017-06-23,44.17,45.54,43.01,,
2017-06-26,,45.83,43.38,,
2017-06-27,45.03,46.65,44.24,,
2017-06-28,45.3,47.31,44.74,,
2017-06-29,46.36,47.42,44.93,,
2017-06-30,46.47,47.92,46.04,,
2017-07-03,47.62,49.68,47.07,,
2017-07-04,48.43,49.61,,,
2017-07-05,48.34,47.79,45.13,,
2017-07-06,47.07,48.11,45.52,,
2017-07-07,46.05,46.71,44.23,,
2017-07-10,45.24,46.88,44.4,,
2017-07-11,45.27,47.52,45.04,,
2017-07-12,46.82,47.74,45.49,,
2017-07-13,46.1,48.42,46.08,,
2017-07-14,46.99,48.91,46.54,,
2017-07-17,47.65,48.42,46.02,,
2017-07-18,47.2,48.84,46.4,,
2017-07-19,47.41,49.7,47.12,,
2017-07-20,48.33,49.3,46.79,,
2017-07-21,48.17,48.06,45.77,,
2017-07-24,46.51,48.6,46.34,,
2017-07-25,47.3,50.2,47.89,,
2017-07-26,49.05,50.97,48.75,,
2017-07-27,49.35,51.49,49.04,,
2017-07-28,49.72,52.52,49.71,,
2017-07-31,50.38,52.65,50.17,,
2017-08-01,51.22,51.78,49.16,,
2017-08-02,50.29,52.36,49.59,,
2017-08-03,50.83,52.01,49.03,,
2017-08-04,50.36,52.42,49.58,,
2017-08-07,50.8,52.37,49.39,,
2017-08-08,51.24,52.14,49.17,,
2017-08-09,,52.7,49.56,,
2017-08-10,51.62,51.9,48.59,,
2017-08-11,49.86,52.1,48.82,,
2017-08-14,50.36,50.73,47.59,,
2017-08-15,49.26,50.8,47.55,,
2017-08-16,49.53,50.27,46.78,,
2017-08-17,48.65,51.03,47.09,,
2017-08-18,49.26,52.72,48.51,,
2017-08-21,50.72,51.66,47.37,,
2017-08-22,49.97,51.87,47.64,,
2017-08-23,49.93,52.57,48.41,,
2017-08-24,50.55,52.04,47.43,,
2017-08-25,50.56,52.41,47.87,,
2017-08-28,50.55,51.89,46.57,,
2017-08-29,50.1,52,46.44,,
2017-08-30,49.93,50.86,45.96,,
2017-08-31,49.26,52.38,47.23,,
2017-09-01,,52.75,47.29,,
2017-09-04,50.6,52.34,,,
2017-09-05,51.02,53.38,48.66,,
2017-09-06,52.14,54.2,49.16,,
2017-09-07,52.99,54.49,49.09,,
2017-09-08,53.18,53.78,47.48,,
2017-09-11,52.14,53.84,48.07,,
2017-09-12,52.17,54.27,48.23,,
2017-09-13,52.87,55.16,49.3,,
2017-09-14,53.57,55.47,49.89,,
2017-09-15,53.64,55.62,49.89,,
2017-09-18,54.19,55.48,49.91,,
2017-09-19,54.07,55.14,49.48,,
2017-09-20,53.93,56.29,50.41,,
2017-09-21,54.65,56.43,50.55,,
2017-09-22,54.66,56.86,50.66,,
2017-09-25,54.83,59.02,52.22,,
2017-09-26,56.15,58.44,51.88,,
2017-09-27,55.65,57.9,52.14,,
2017-09-28,55.55,57.41,51.56,,
2017-09-29,55.19,57.54,51.67,,
2017-10-02,55.16,56.12,50.58,,
2017-10-03,54.45,56,50.42,,
2017-10-04,53.92,55.8,49.98,,
2017-10-05,54.35,57,50.79,,
2017-10-06,55.27,55.62,49.29,,
2017-10-09,53.76,55.79,49.58,,
2017-10-10,54.08,56.61,50.92,,
2017-10-11,54.78,56.94,51.3,,
2017-10-12,54.97,56.25,50.6,,
2017-10-13,55.4,57.17,51.45,,
2017-10-16,55.98,57.82,51.87,,
2017-10-17,56.33,57.88,51.88,,
2017-10-18,,58.15,52.04,,
2017-10-19,55.51,57.23,51.29,,
2017-10-20,55.13,57.75,51.47,,
2017-10-23,55.85,57.37,51.9,,
2017-10-24,55.28,58.33,52.47,,
