date,Dubai,Brent,WTI,,
2012-08-06,104.54,109.55,92.2,,
2012-08-07,106.01,112,93.67,,
2012-08-08,106.87,112.14,93.35,,
2012-08-09,,113.22,93.36,,
2012-08-10,108.22,112.95,92.87,,
2012-08-13,108.63,113.6,92.73,,
2012-08-14,109.32,114.03,93.43,,
2012-08-15,109.29,116.25,94.33,,
2012-08-16,111.23,116.9,95.6,,
2012-08-17,111.03,113.71,96.01,,
2012-08-20,,113.7,95.97,,
2012-08-21,111.61,114.64,96.68,,
2012-08-22,111.59,114.91,97.26,,
2012-08-23,113.21,115.01,96.27,,
2012-08-24,111.54,113.59,96.15,,
2012-08-27,111.82,112.26,95.47,,
2012-08-28,110.02,112.58,96.33,,
2012-08-29,109.49,112.54,95.49,,
2012-08-30,110.24,112.65,94.62,,
2012-08-31,110.33,114.57,96.47,,
2012-09-03,111.79,115.78,,,
2012-09-04,113.29,114.18,95.3,,
2012-09-05,111.64,113.09,95.36,,
2012-09-06,112.09,113.49,95.53,,
2012-09-07,111.84,114.25,96.42,,
2012-09-10,112.89,114.81,96.54,,
2012-09-11,113.11,115.4,97.17,,
2012-09-12,113.93,115.96,97.01,,
2012-09-13,113.69,116.9,98.31,,
2012-09-14,115.41,116.66,99,,
2012-09-17,114.76,113.79,96.62,,
2012-09-18,111.76,112.03,95.29,,
2012-09-19,110.79,108.19,91.98,,
2012-09-20,105.64,110.03,91.87,,
2012-09-21,108.18,111.42,92.89,,
2012-09-24,108.17,109.81,91.93,,
2012-09-25,108.61,110.45,91.37,,
2012-09-26,107.64,110.04,89.98,,
2012-09-27,108.09,112.01,91.85,,
2012-09-28,110.56,112.39,92.19,,
2012-10-01,109.35,112.19,92.48,,
2012-10-02,109.59,111.57,91.89,,
2012-10-03,108.28,108.17,88.14,,
2012-10-04,106.33,112.58,91.71,,
2012-10-05,109.1,112.02,89.88,,
2012-10-08,107.73,111.82,89.33,,
2012-10-09,108.98,114.5,92.39,,
2012-10-10,110.57,114.33,91.25,,
2012-10-11,111.16,115.71,92.07,,
2012-10-12,111.3,114.62,91.86,,
2012-10-15,110.78,115.8,91.85,,
2012-10-16,111.61,115.07,92.09,,
2012-10-17,112.03,113.22,92.12,,
2012-10-18,111.4,112.42,92.1,,
2012-10-19,110.21,110.14,90.05,,
2012-10-22,108.18,109.44,88.73,,
2012-10-23,107.11,108.25,86.67,,
2012-10-24,106.6,107.85,85.73,,
2012-10-25,106.76,108.49,86.05,,
2012-10-26,,109.55,86.28,,
2012-10-29,106.42,109.44,85.54,,
2012-10-30,106.85,109.08,85.68,,
2012-10-31,106.91,108.7,86.24,,
2012-11-01,106.81,108.17,87.09,,
2012-11-02,106.03,105.68,84.86,,
2012-11-05,103.41,107.73,85.65,,
2012-11-06,105.13,111.07,88.71,,
2012-11-07,108.29,106.82,84.44,,
2012-11-08,104.75,107.25,85.09,,
2012-11-09,104.81,109.4,86.07,,
2012-11-12,106.43,109.07,85.57,,
2012-11-13,,108.26,85.38,,
2012-11-14,105.89,109.61,86.32,,
2012-11-15,107.32,110.98,85.45,,
2012-11-16,107.23,108.95,86.67,,
2012-11-19,108.41,111.7,89.28,,
2012-11-20,109.51,109.83,86.75,,
2012-11-21,108.54,110.86,87.38,,
2012-11-22,108.74,110.55,,,
2012-11-23,108.73,111.38,88.28,,
2012-11-26,109.41,110.92,87.74,,
2012-11-27,109.06,109.87,87.18,,
2012-11-28,108.22,109.51,86.49,,
2012-11-29,107.24,110.76,88.07,,
2012-11-30,108.98,111.23,88.91,,
2012-12-03,108.44,110.92,89.09,,
2012-12-04,107.89,109.84,88.5,,
2012-12-05,107.47,108.81,87.88,,
2012-12-06,106.06,107.03,86.26,,
2012-12-07,104.68,107.02,85.93,,
2012-12-10,104.59,107.33,85.56,,
2012-12-11,104.24,108.01,85.79,,
2012-12-12,104.85,109.5,86.77,,
2012-12-13,105.66,107.91,85.89,,
2012-12-14,105.1,,,,
2012-12-17,105.86,107.64,87.2,,
2012-12-18,105.78,108.84,87.93,,
2012-12-19,106.31,110.36,89.51,,
2012-12-20,106.58,110.2,90.13,,
2012-12-21,106.78,108.97,88.66,,
2012-12-24,106.06,108.8,88.61,,
2012-12-26,106.8,111.07,90.98,,
2012-12-27,108.08,110.8,90.87,,
2012-12-28,107.99,110.62,90.8,,
2012-12-31,107.81,,,,
2013-01-02,107.61,112.47,93.12,,
2013-01-03,107.72,112.14,92.92,,
2013-01-04,107.46,111.31,93.09,,
2013-01-07,106.66,111.4,93.19,,
2013-01-08,107.29,111.94,93.15,,
2013-01-09,108,111.76,93.1,,
2013-01-10,108.09,111.89,93.82,,
2013-01-11,,110.64,93.56,,
2013-01-14,106.93,111.88,94.14,,
2013-01-15,107.44,110.3,93.28,,
2013-01-16,106.59,110.61,94.24,,
2013-01-17,106.47,111.1,95.49,,
2013-01-18,107.01,111.89,95.56,,
2013-01-21,107.95,111.71,,,
2013-01-22,107.86,112.42,96.24,,
2013-01-23,108.09,112.8,95.23,,
2013-01-24,108.28,113.28,95.95,,
2013-01-25,109.13,113.28,95.88,,
2013-01-28,108.86,113.48,96.44,,
2013-01-29,108.68,114.36,97.57,,
2013-01-30,109.62,114.9,97.94,,
2013-01-31,110.8,115.55,97.49,,
2013-02-01,110.46,116.76,97.77,,
2013-02-04,111.67,115.6,96.17,,
2013-02-05,110.58,116.52,96.64,,
2013-02-06,111.6,116.73,96.62,,
2013-02-07,112.36,117.24,95.83,,
2013-02-08,112.64,118.9,95.72,,
2013-02-11,,118.13,97.03,,
2013-02-12,,118.66,97.51,,
2013-02-13,113.62,118.72,97.01,,
2013-02-14,113.28,118,97.31,,
2013-02-15,113.1,117.66,95.86,,
2013-02-18,113.04,117.38,,,
2013-02-19,111.99,117.52,96.66,,
2013-02-20,112.25,115.6,94.46,,
2013-02-21,109.79,113.53,92.84,,
2013-02-22,109.53,114.1,93.13,,
2013-02-25,109.83,114.44,93.11,,
2013-02-26,108.8,112.71,92.63,,
2013-02-27,108.42,111.87,92.76,,
2013-02-28,106.76,,,,
2013-03-01,105.63,110.4,90.68,,
2013-03-04,104.81,110.09,90.12,,
2013-03-05,105.66,111.61,90.82,,
2013-03-06,106.84,111.06,90.43,,
2013-03-07,106.21,111.15,91.56,,
2013-03-08,106.56,110.85,91.95,,
2013-03-11,106.44,110.22,92.06,,
2013-03-12,105.49,109.65,92.54,,
2013-03-13,105.48,108.52,92.52,,
2013-03-14,104.57,109.42,93.03,,
2013-03-15,105.07,109.82,93.45,,
2013-03-18,105.04,109.51,93.74,,
2013-03-19,105.86,107.45,92.16,,
2013-03-20,104.78,108.72,92.96,,
2013-03-21,105.09,107.47,92.45,,
2013-03-22,104.13,107.66,93.71,,
2013-03-25,105.06,108.17,94.81,,
2013-03-26,105.15,109.36,96.34,,
2013-03-27,106.23,109.69,96.58,,
2013-03-28,107.07,110.02,97.23,,
2013-04-01,107.21,111.08,97.07,,
2013-04-02,108.41,110.69,97.19,,
2013-04-03,107.96,107.11,94.45,,
2013-04-04,105.14,106.34,93.26,,
2013-04-05,104.19,104.12,92.7,,
2013-04-08,103.13,104.66,93.36,,
2013-04-09,103.06,106.23,94.2,,
2013-04-10,103.73,105.79,94.64,,
2013-04-11,103.04,104.27,93.51,,
2013-04-12,101.64,103.11,91.29,,
2013-04-15,99.28,100.39,88.71,,
2013-04-16,97.81,99.91,88.72,,
2013-04-17,98.1,97.69,86.68,,
2013-04-18,96.71,99.13,87.73,,
2013-04-19,98.09,99.65,88.01,,
2013-04-22,98.31,100.39,88.76,,
2013-04-23,98.16,100.31,89.18,,
2013-04-24,99.59,101.73,91.43,,
2013-04-25,100.18,103.41,93.64,,
2013-04-26,101.07,103.16,93,,
2013-04-29,101.11,103.81,94.5,,
2013-04-30,101.28,102.37,93.46,,
2013-05-01,,99.95,91.03,,
2013-05-02,97.87,102.85,93.99,,
2013-05-03,99.82,104.19,95.61,,
2013-05-06,101.96,,,,
2013-05-07,102.13,,,,
2013-05-08,101.69,104.34,96.62,,
2013-05-09,101.25,104.47,96.39,,
2013-05-10,101.43,103.91,96.04,,
2013-05-13,100.3,102.82,95.17,,
2013-05-14,100,102.6,94.21,,
2013-05-15,99.24,103.68,94.3,,
2013-05-16,100.08,103.8,95.16,,
2013-05-17,100.86,104.64,96.02,,
2013-05-20,101.56,104.8,96.71,,
2013-05-21,101.41,103.91,96.16,,
2013-05-22,100.39,102.6,94.28,,
2013-05-23,98.68,102.44,94.25,,
2013-05-24,,102.64,94.15,,
2013-05-27,99.43,102.62,,,
2013-05-28,100.38,104.23,95.01,,
2013-05-29,100.64,102.43,93.13,,
2013-05-30,99.14,102.19,93.61,,
2013-05-31,98.8,100.39,91.97,,
2013-06-03,97.64,102.06,93.45,,
2013-06-04,98.81,103.24,93.31,,
2013-06-05,100.14,103.04,93.74,,
2013-06-06,100.02,103.61,94.76,,
2013-06-07,100.4,104.56,96.03,,
2013-06-10,100.6,103.95,95.77,,
2013-06-11,100.27,102.96,95.38,,
2013-06-12,99.92,103.49,95.88,,
2013-06-13,99.94,104.25,96.69,,
2013-06-14,102.14,105.93,97.85,,
2013-06-17,103.28,105.47,97.77,,
2013-06-18,102.14,106.02,98.44,,
2013-06-19,103.09,106.12,98.24,,
2013-06-20,101.27,102.15,95.4,,
2013-06-21,99.79,100.91,93.69,,
2013-06-24,97.34,101.16,95.18,,
2013-06-25,98.83,101.26,95.32,,
2013-06-26,98.62,101.66,95.5,,
2013-06-27,98.82,102.82,97.05,,
2013-06-28,100.38,102.16,96.56,,
2013-07-01,99.22,103,97.99,,
2013-07-02,99.67,104,99.6,,
2013-07-03,101.25,105.76,101.24,,
2013-07-04,101.67,105.54,,,
2013-07-05,101.95,107.72,103.22,,
2013-07-08,103.14,107.43,103.14,,
2013-07-09,103.3,107.81,103.53,,
2013-07-10,103.74,108.51,106.52,,
2013-07-11,104.11,107.73,104.91,,
2013-07-12,103.47,108.81,104.91,,
2013-07-15,104.15,109.09,106.32,,
2013-07-16,104.33,109.4,106,,
2013-07-17,103.89,108.61,106.48,,
2013-07-18,104.94,108.7,108.04,,
2013-07-19,105.39,108.07,108.05,,
2013-07-22,105.34,108.15,106.91,,
2013-07-23,104.83,108.42,107.23,,
2013-07-24,104.94,107.19,105.39,,
2013-07-25,104.51,107.65,105.49,,
2013-07-26,104.52,107.17,104.7,,
2013-07-29,104.38,107.45,104.55,,
2013-07-30,104.68,106.91,103.08,,
2013-07-31,104.29,107.7,105.03,,
2013-08-01,104.89,109.54,107.89,,
2013-08-02,105.86,108.95,106.94,,
2013-08-05,105.28,108.7,106.56,,
2013-08-06,104.46,108.18,105.3,,
2013-08-07,103.79,107.44,104.37,,
2013-08-08,,106.68,103.4,,
2013-08-09,,108.22,105.97,,
2013-08-12,103.95,108.97,106.11,,
2013-08-13,105.71,109.82,106.83,,
2013-08-14,105.46,110.2,106.85,,
2013-08-15,106.99,111.11,107.33,,
2013-08-16,106.67,110.4,107.46,,
2013-08-19,107.4,109.9,107.1,,
2013-08-20,106.38,110.15,104.96,,
2013-08-21,106.72,109.81,103.85,,
2013-08-22,107.61,109.9,105.03,,
2013-08-23,107.76,111.04,106.42,,
2013-08-26,108.18,110.73,105.92,,
2013-08-27,107.76,114.36,109.01,,
2013-08-28,111.65,116.61,110.1,,
2013-08-29,112.99,115.16,108.8,,
2013-08-30,111.78,114.01,107.65,,
2013-09-02,109.1,114.33,,,
2013-09-03,109.81,115.68,108.54,,
2013-09-04,110.52,114.91,107.23,,
2013-09-05,110.14,115.26,108.37,,
2013-09-06,110.31,116.12,110.53,,
2013-09-09,110.76,113.72,109.52,,
2013-09-10,109.18,111.25,107.39,,
2013-09-11,108.62,111.5,107.56,,
2013-09-12,109.19,112.63,108.6,,
2013-09-13,109.51,112.78,108.21,,
2013-09-16,109.26,110.07,106.59,,
2013-09-17,107.91,108.19,105.42,,
2013-09-18,106.69,110.6,108.07,,
2013-09-19,108.8,108.76,106.39,,
2013-09-20,107.48,109.22,104.67,,
2013-09-23,105.74,108.16,103.59,,
2013-09-24,104.71,108.64,103.13,,
2013-09-25,105.36,108.32,102.66,,
2013-09-26,104.85,109.21,103.03,,
2013-09-27,105.11,108.63,102.87,,
2013-09-30,103.58,108.37,102.33,,
2013-10-01,103.41,107.94,102.04,,
2013-10-02,103.54,109.19,104.1,,
2013-10-03,104.85,109,103.31,,
2013-10-04,104.99,109.46,103.84,,
2013-10-07,104.3,109.68,103.03,,
2013-10-08,105.56,110.16,103.49,,
2013-10-09,105.82,109.06,101.61,,
2013-10-10,105.88,111.8,103.01,,
2013-10-11,107.08,111.28,102.02,,
2013-10-14,107.56,111.04,102.41,,
2013-10-15,,109.96,101.21,,
2013-10-16,106.49,110.86,102.29,,
2013-10-17,106.74,109.11,100.67,,
2013-10-18,105.82,109.94,100.81,,
2013-10-21,105.3,109.64,99.22,,
2013-10-22,106.59,109.97,97.8,,
2013-10-23,106.15,107.8,96.86,,
2013-10-24,105.18,106.99,97.11,,
2013-10-25,104.47,106.93,97.85,,
2013-10-28,104.76,109.61,98.68,,
2013-10-29,105.93,109.01,98.2,,
2013-10-30,105.78,109.86,96.77,,
2013-10-31,106.5,108.84,96.38,,
2013-11-01,105.85,105.91,94.61,,
2013-11-04,103.99,106.23,94.62,,
2013-11-05,104.91,105.33,93.37,,
2013-11-06,104.62,105.24,94.8,,
2013-11-07,102.46,103.46,94.2,,
2013-11-08,102.43,105.12,94.6,,
2013-11-11,103.03,106.4,95.14,,
2013-11-12,103.46,105.81,93.04,,
2013-11-13,103.14,107.12,93.88,,
2013-11-14,104.47,108.54,93.76,,
2013-11-15,105.06,108.5,93.84,,
2013-11-18,106.09,108.47,93.03,,
2013-11-19,106.06,106.92,93.34,,
2013-11-20,105.14,108.06,93.33,,
2013-11-21,105.77,110.08,95.44,,
2013-11-22,107.44,111.05,94.84,,
2013-11-25,106.77,111,94.09,,
2013-11-26,108.56,110.88,93.68,,
2013-11-27,108.67,111.31,92.3,,
2013-11-28,108.78,110.86,,,
2013-11-29,108.68,109.69,92.72,,
2013-12-02,107.34,111.45,93.82,,
2013-12-03,108.26,112.62,96.04,,
2013-12-04,108.95,111.88,97.2,,
2013-12-05,108.34,110.98,97.38,,
2013-12-06,108.17,111.61,97.65,,
2013-12-09,107.93,109.39,97.34,,
2013-12-10,106.53,109.38,98.51,,
2013-12-11,106.42,109.7,97.44,,
2013-12-12,106.94,108.67,97.5,,
2013-12-13,105.71,108.83,96.6,,
2013-12-16,106.13,110.47,97.48,,
2013-12-17,105.93,108.44,97.22,,
2013-12-18,105.65,109.63,97.8,,
2013-12-19,106.34,110.29,98.77,,
2013-12-20,107.09,111.77,99.32,,
2013-12-23,108.48,111.56,98.91,,
2013-12-24,108.47,111.9,99.22,,
2013-12-26,108.5,111.98,99.55,,
2013-12-27,108.86,112.18,100.32,,
2013-12-30,108.77,111.21,99.29,,
2013-12-31,107.88,110.8,98.42,,
2014-01-02,107.79,107.78,95.44,,
2014-01-03,105.22,106.89,93.96,,
2014-01-06,104.29,106.73,93.43,,
2014-01-07,104.11,107.35,93.67,,
2014-01-08,104.14,107.15,92.33,,
2014-01-09,104.06,106.39,91.66,,
2014-01-10,103.99,107.25,92.72,,
2014-01-13,103.51,106.75,91.8,,
2014-01-14,103.21,106.39,92.59,,
2014-01-15,102.61,107.13,94.17,,
2014-01-16,103.01,107.09,93.96,,
2014-01-17,102.81,106.48,94.37,,
2014-01-20,103.28,106.35,,,
2014-01-21,103.73,106.73,94.99,,
2014-01-22,103.94,108.27,96.73,,
2014-01-23,104.63,107.58,97.32,,
2014-01-24,104.13,107.88,96.64,,
2014-01-27,104.29,106.69,95.72,,
2014-01-28,103.82,107.41,97.41,,
2014-01-29,103.78,107.85,97.36,,
2014-01-30,103.77,107.95,98.23,,
2014-01-31,,106.4,97.49,,
2014-02-03,102.26,106.04,96.43,,
2014-02-04,101.98,105.78,97.19,,
2014-02-05,102.19,106.25,97.38,,
2014-02-06,102.58,107.19,97.84,,
2014-02-07,103.35,109.57,99.88,,
2014-02-10,105.13,108.63,100.06,,
2014-02-11,104.98,108.68,99.94,,
2014-02-12,105.19,108.79,100.37,,
2014-02-13,104.81,108.73,100.35,,
2014-02-14,105.08,109.08,100.3,,
2014-02-17,106.25,109.18,,,
2014-02-18,106.73,110.46,102.43,,
2014-02-19,106.84,110.47,103.31,,
2014-02-20,106.52,110.3,102.92,,
2014-02-21,106.57,109.85,102.2,,
2014-02-24,106.26,110.64,102.82,,
2014-02-25,106.34,109.51,101.83,,
2014-02-26,105.65,109.52,102.59,,
2014-02-27,105.55,108.96,102.4,,
2014-02-28,105.39,109.07,102.59,,
2014-03-03,107.25,111.2,104.92,,
2014-03-04,106.06,109.3,103.33,,
2014-03-05,105.34,107.76,101.45,,
2014-03-06,103.94,108.1,101.56,,
2014-03-07,104.31,109,102.58,,
2014-03-10,104.26,108.08,101.12,,
2014-03-11,104.21,108.55,100.03,,
2014-03-12,103.79,108.02,97.99,,
2014-03-13,104.14,107.39,98.2,,
2014-03-14,103.96,108.57,98.89,,
2014-03-17,104.66,106.24,98.08,,
2014-03-18,103.46,106.79,99.7,,
2014-03-19,103.4,105.85,100.37,,
2014-03-20,103.47,106.45,99.43,,
2014-03-21,104.2,106.92,99.46,,
2014-03-24,103.66,106.81,99.6,,
2014-03-25,104.01,106.99,99.19,,
2014-03-26,104.29,107.03,100.26,,
2014-03-27,104.04,107.83,101.28,,
2014-03-28,104.58,,101.67,,
2014-03-31,104.44,107.76,101.58,,
2014-04-01,104.11,105.62,99.74,,
2014-04-02,102.44,104.79,99.62,,
2014-04-03,101.29,106.15,100.29,,
2014-04-04,103.04,106.72,101.14,,
2014-04-07,102.36,105.82,100.44,,
2014-04-08,103.16,107.67,102.56,,
2014-04-09,104.09,107.98,103.6,,
2014-04-10,104.56,107.46,103.4,,
2014-04-11,104.13,107.33,103.74,,
2014-04-14,105.16,109.07,104.05,,
2014-04-15,105.36,108.74,103.75,,
2014-04-16,106.4,109.6,103.76,,
2014-04-17,105.84,109.53,104.3,,
2014-04-21,105.76,109.95,104.37,,
2014-04-22,106.31,109.27,102.13,,
2014-04-23,105.87,109.11,101.44,,
2014-04-24,105.74,110.33,101.94,,
2014-04-25,106.38,109.58,100.6,,
2014-04-28,106.02,108.12,100.84,,
2014-04-29,104.78,108.98,101.28,,
2014-04-30,104.49,108.07,99.74,,
2014-05-01,,107.76,99.42,,
2014-05-02,104.39,108.59,99.76,,
2014-05-05,104.75,107.72,99.48,,
2014-05-06,103.91,107.06,99.5,,
2014-05-07,103.59,108.13,100.77,,
2014-05-08,104.09,108.04,100.26,,
2014-05-09,104.99,107.89,99.99,,
2014-05-12,104.46,108.41,100.59,,
2014-05-13,,109.24,101.7,,
2014-05-14,105.67,110.19,102.37,,
2014-05-15,105.78,110.44,101.5,,
2014-05-16,105.07,109.75,102.02,,
2014-05-19,106.56,109.37,102.61,,
2014-05-20,106.12,109.69,102.44,,
2014-05-21,106.59,110.55,104.07,,
2014-05-22,106.94,110.36,103.74,,
2014-05-23,106.84,110.54,104.35,,
2014-05-26,106.66,110.32,,,
2014-05-27,106.81,110.02,104.11,,
2014-05-28,106.59,109.81,102.72,,
2014-05-29,106.33,109.97,103.58,,
2014-05-30,106.28,109.41,102.71,,
2014-06-02,105.6,108.83,102.47,,
2014-06-03,104.85,108.82,102.66,,
2014-06-04,105.31,108.4,102.64,,
2014-06-05,104.28,108.79,102.48,,
2014-06-06,105.31,108.61,102.66,,
2014-06-09,105.14,109.99,104.41,,
2014-06-10,105.16,109.52,104.35,,
2014-06-11,105.37,109.95,104.4,,
2014-06-12,106.96,113.02,106.53,,
2014-06-13,109.51,113.41,106.91,,
2014-06-16,109.27,112.94,106.9,,
2014-06-17,108.76,113.45,106.36,,
2014-06-18,109.94,114.26,105.97,,
2014-06-19,110.46,115.06,106.43,,
2014-06-20,110.74,114.81,107.26,,
2014-06-23,111.23,114.12,106.17,,
2014-06-24,109.76,114.46,106.03,,
2014-06-25,110.05,114,106.5,,
2014-06-26,109.89,113.21,105.84,,
2014-06-27,109.68,113.3,105.74,,
2014-06-30,109.29,112.36,105.37,,
2014-07-01,109.18,112.29,105.34,,
2014-07-02,109.16,111.24,104.48,,
2014-07-03,107.72,111,104.06,,
2014-07-04,107.95,110.64,,,
2014-07-07,107.15,110.24,103.53,,
2014-07-08,106.94,108.94,103.4,,
2014-07-09,106.11,108.28,102.29,,
2014-07-10,105.67,108.67,102.93,,
2014-07-11,106.03,106.66,100.83,,
2014-07-14,104.76,106.98,100.91,,
2014-07-15,104.49,106.02,99.96,,
2014-07-16,105.06,105.85,101.2,,
2014-07-17,104.96,107.89,103.19,,
2014-07-18,105.71,107.24,103.13,,
2014-07-21,105.17,107.68,104.59,,
2014-07-22,105.53,107.33,104.42,,
2014-07-23,105.33,108.03,103.12,,
2014-07-24,105.79,107.07,102.07,,
2014-07-25,105.15,108.39,102.09,,
2014-07-28,,107.57,101.67,,
2014-07-29,105.84,107.72,100.97,,
2014-07-30,105.98,106.51,100.27,,
2014-07-31,105.23,106.02,98.17,,
2014-08-01,104.92,104.84,97.88,,
2014-08-04,103.15,105.41,98.29,,
2014-08-05,103.81,104.61,97.38,,
2014-08-06,102.87,104.59,96.92,,
2014-08-07,103,105.44,97.34,,
2014-08-08,103.85,105.02,97.65,,
2014-08-11,103.48,104.68,98.08,,
2014-08-12,103.25,103.02,97.37,,
2014-08-13,101.98,104.28,97.59,,
2014-08-14,103.02,102.01,95.58,,
2014-08-15,100.96,103.53,97.35,,
2014-08-18,102.12,101.6,96.41,,
2014-08-19,100.64,101.56,94.48,,
2014-08-20,100.45,102.28,96.07,,
2014-08-21,100.3,102.63,93.96,,
2014-08-22,100.52,102.29,93.65,,
2014-08-25,100.24,102.65,93.35,,
2014-08-26,100.49,102.5,93.86,,
2014-08-27,100.51,102.72,93.88,,
2014-08-28,100.68,102.46,94.55,,
2014-08-29,100.52,103.19,95.96,,
2014-09-01,100.94,102.79,,,
2014-09-02,100.39,100.34,92.88,,
2014-09-03,97.74,102.77,95.54,,
2014-09-04,100.05,101.83,94.45,,
2014-09-05,99.03,100.82,93.29,,
2014-09-08,98.07,100.2,92.66,,
2014-09-09,97.56,99.16,92.75,,
2014-09-10,96.77,98.04,91.67,,
2014-09-11,95.81,98.08,92.83,,
2014-09-12,95.89,97.11,92.27,,
2014-09-15,95.19,96.65,92.92,,
2014-09-16,94.94,99.05,94.88,,
2014-09-17,96.46,98.97,94.42,,
2014-09-18,96.37,97.7,93.07,,
2014-09-19,95.42,98.39,92.41,,
2014-09-22,95.92,96.97,91.52,,
2014-09-23,94.92,96.85,91.56,,
2014-09-24,94.84,96.95,92.8,,
2014-09-25,94.92,97,92.53,,
2014-09-26,94.91,97,93.54,,
2014-09-29,94.9,97.2,94.57,,
2014-09-30,95.01,94.67,91.16,,
2014-10-01,93.52,94.16,90.73,,
2014-10-02,91.86,,,,
2014-10-03,91.12,92.31,89.74,,
2014-10-06,90.14,92.79,90.34,,
2014-10-07,90.88,92.11,88.85,,
2014-10-08,89.93,91.38,87.31,,
2014-10-09,89.23,90.05,85.77,,
2014-10-10,88.04,90.21,85.82,,
2014-10-13,88.25,88.89,85.74,,
2014-10-14,87.34,85.04,81.84,,
2014-10-15,84.23,83.78,81.78,,
2014-10-16,83.07,84.47,82.7,,
2014-10-17,83.85,86.16,82.75,,
2014-10-20,84.89,85.4,81.71,,
2014-10-21,84.33,86.22,82.81,,
2014-10-22,,84.71,80.52,,
2014-10-23,83.25,86.83,82.09,,
2014-10-24,84.63,86.13,81.01,,
2014-10-27,84.19,85.83,81,,
2014-10-28,83.98,86.03,81.42,,
2014-10-29,84.14,87.12,82.2,,
2014-10-30,84.82,86.24,81.12,,
2014-10-31,84.27,85.86,80.54,,
2014-11-03,84.04,84.78,78.78,,
2014-11-04,81.65,82.82,77.19,,
2014-11-05,79.77,82.95,78.68,,
2014-11-06,79.8,82.86,77.91,,
2014-11-07,79.67,83.39,78.65,,
2014-11-10,80.08,82.34,77.4,,
2014-11-11,79.16,81.67,77.94,,
2014-11-12,78.55,80.38,77.18,,
2014-11-13,77.56,77.92,75.82,,
2014-11-14,74.01,,75.82,,
2014-11-17,75.14,79.31,75.64,,
2014-11-18,75.08,78.47,74.61,,
2014-11-19,74.46,78.1,74.58,,
2014-11-20,74.18,79.33,75.58,,
2014-11-21,75.9,80.36,76.51,,
2014-11-24,77.54,79.68,75.78,,
2014-11-25,77.11,78.33,74.09,,
2014-11-26,75.71,77.75,73.69,,
2014-11-27,73.33,72.58,,,
2014-11-28,69.09,70.15,66.15,,
2014-12-01,66.49,72.54,69,,
2014-12-02,69.02,70.54,66.88,,
2014-12-03,67.07,69.92,67.38,,
2014-12-04,66.95,69.64,66.81,,
2014-12-05,66.24,69.07,65.84,,
2014-12-08,65.62,66.19,63.05,,
2014-12-09,63.2,66.84,63.82,,
2014-12-10,63.76,64.24,60.94,,
2014-12-11,61.57,63.68,59.95,,
2014-12-12,60.51,61.85,57.81,,
2014-12-15,59.56,61.06,55.91,,
2014-12-16,56.5,59.86,55.93,,
2014-12-17,55.56,61.18,56.47,,
2014-12-18,56.42,59.27,54.11,,
2014-12-19,55.7,61.38,56.52,,
2014-12-22,58.09,60.11,55.26,,
2014-12-23,56.2,61.69,57.12,,
2014-12-24,57.22,60.24,55.84,,
2014-12-26,56.32,59.45,54.73,,
2014-12-29,55.87,57.88,53.61,,
2014-12-30,53.62,57.9,54.12,,
2014-12-31,53.6,57.33,53.27,,
2015-01-02,53.27,56.42,52.69,,
2015-01-05,50.98,53.11,50.04,,
2015-01-06,48.08,51.1,47.93,,
2015-01-07,46.6,51.15,48.65,,
2015-01-08,47.5,50.96,48.79,,
2015-01-09,47.41,50.11,48.36,,
2015-01-12,45.67,47.43,46.07,,
2015-01-13,43.3,46.59,45.89,,
2015-01-14,42.55,48.69,48.48,,
2015-01-15,44.48,47.67,46.25,,
2015-01-16,43.92,50.17,48.69,,
2015-01-19,46.04,48.84,,,
2015-01-20,44.82,47.99,46.39,,
2015-01-21,44.75,49.03,47.78,,
2015-01-22,44.65,48.52,46.31,,
2015-01-23,44.42,48.79,45.59,,
2015-01-26,44.15,48.16,45.15,,
2015-01-27,43.63,49.6,46.23,,
2015-01-28,44.83,48.47,44.45,,
2015-01-29,44.63,49.13,44.53,,
2015-01-30,45.59,52.99,48.24,,
2015-02-02,48.81,54.75,49.57,,
2015-02-03,52.62,57.91,53.05,,
2015-02-04,54.72,54.16,48.45,,
2015-02-05,51.41,56.57,50.48,,
2015-02-06,54.23,57.8,51.69,,
2015-02-09,55.37,58.34,52.86,,
2015-02-10,55.83,56.43,50.02,,
2015-02-11,54.91,54.66,48.84,,
2015-02-12,54.75,57.05,51.21,,
2015-02-13,57.7,61.52,52.78,,
2015-02-16,58.83,61.4,,,
2015-02-17,58.89,62.53,53.53,,
2015-02-18,59.32,60.53,52.14,,
2015-02-19,,60.21,51.16,,
2015-02-20,,60.22,50.34,,
2015-02-23,57.29,58.9,49.45,,
2015-02-24,56.06,58.66,49.28,,
2015-02-25,55.84,61.63,50.99,,
2015-02-26,58.42,60.05,48.17,,
2015-02-27,57.39,62.58,49.76,,
2015-03-02,59.58,59.54,49.59,,
2015-03-03,57.15,61.02,50.52,,
2015-03-04,57.8,60.55,51.53,,
2015-03-05,57.35,60.48,50.76,,
2015-03-06,57.26,59.73,49.61,,
2015-03-09,56.58,58.53,50,,
2015-03-10,55.48,56.39,48.29,,
2015-03-11,53.5,57.54,48.17,,
2015-03-12,55.4,57.08,47.05,,
2015-03-13,54.96,54.67,44.84,,
2015-03-16,52.75,53.44,43.88,,
2015-03-17,51.64,53.51,43.46,,
