date,종목명,종가,대비,등락률,시가,고가,저가,거래량,거래대금,가중평균
2023-10-18,KAU23,"12,000",300,2.56,"12,800","12,800","11,500","24,021","286,460,000","11,925"
2023-10-19,KAU23,"12,000",0,0,"11,900","12,000","11,700","26,823","317,612,700","11,841"
2023-10-20,KAU23,"11,800",-200,-1.67,"11,300","11,950","11,300","18,837","221,627,550","11,766"
2023-10-23,KAU23,"11,800",0,0,"12,700","12,700","11,400","20,801","244,756,850","11,767"
2023-10-24,KAU23,"11,600",-200,-1.69,"11,750","11,750","11,300","43,803","503,255,750","11,489"
2023-10-25,KAU23,"11,400",-200,-1.72,"12,700","12,700","11,400","6,843","78,982,700","11,542"
2023-10-26,KAU23,"11,300",-100,-0.88,"12,200","12,200","10,800","9,389","104,119,600","11,090"
2023-10-27,KAU23,"11,300",0,0,"12,200","12,200","11,300","6,500","73,459,000","11,301"
2023-10-30,KAU23,"11,500",200,1.77,"11,400","11,500","10,900","24,776","274,872,500","11,094"
2023-10-31,KAU23,"11,000",-500,-4.35,"11,550","11,550","10,400","28,846","312,782,900","10,843"
2023-11-01,KAU23,"11,000",0,0,"11,100","11,500","10,900","9,500","105,300,000","11,084"
2023-11-02,KAU23,"11,000",0,0,"11,100","11,100","10,900","7,001","76,561,100","10,936"
2023-11-03,KAU23,"10,900",-100,-0.91,"12,000","12,000","10,550","9,510","101,820,000","10,707"
2023-11-06,KAU23,"10,900",0,0,"11,950","11,950","10,750","9,370","102,257,500","10,913"
2023-11-07,KAU23,"10,350",-550,-5.05,"10,400","10,400","10,300","27,500","285,550,000","10,384"
2023-11-08,KAU23,"10,000",-350,-3.38,"11,350","11,350","9,950","7,010","70,088,500","9,998"
2023-11-09,KAU23,"10,450",450,4.5,"10,000","10,450","9,900","67,790","697,954,850","10,296"
2023-11-10,KAU23,"10,050",-400,-3.83,"10,000","10,300","9,990","319,566","3,209,900,850","10,045"
2023-11-13,KAU23,"10,000",-50,-0.5,"10,050","10,100","9,900","137,558","1,377,408,900","10,013"
2023-11-14,KAU23,"9,950",-50,-0.5,"9,900","10,000","9,850","207,156","2,060,023,900","9,944"
2023-11-15,KAU23,"9,900",-50,-0.5,"9,800","9,950","9,500","178,295","1,742,356,050","9,772"
2023-11-16,KAU23,"9,650",-250,-2.53,"9,800","9,850","9,500","38,768","373,937,950","9,646"
2023-11-17,KAU23,"9,550",-100,-1.04,"9,650","9,700","9,400","139,321","1,328,443,250","9,535"
2023-11-20,KAU23,"9,400",-150,-1.57,"8,700","9,450","8,700","66,515","623,425,690","9,373"
2023-11-21,KAU23,"8,930",-470,-5,"9,200","9,260","8,800","99,209","889,897,740","8,970"
2023-11-22,KAU23,"8,130",-800,-8.96,"8,910","8,920","8,100","167,708","1,387,680,610","8,274"
2023-11-23,KAU23,"7,900",-230,-2.83,"7,950","8,040","7,800","47,431","374,331,390","7,892"
2023-11-24,KAU23,"8,440",540,6.84,"7,900","8,690","7,500","122,607","971,215,870","7,921"
2023-11-27,KAU23,"7,950",-490,-5.81,"8,000","8,340","7,800","459,844","3,660,289,190","7,960"
2023-11-28,KAU23,"7,750",-200,-2.52,"7,950","8,740","7,700","432,180","3,356,812,970","7,767"
2023-11-29,KAU23,"8,200",-410,-4.76,"8,100","8,300","7,800","2,500,004","19,971,362,890","7,989"
2023-11-30,KAU23,"8,490",-120,-1.39,"8,100","8,550","8,000","1,164,392","9,608,935,300","8,252"
2023-12-01,KAU23,"8,500",-110,-1.28,"8,300","8,600","8,300","206,002","1,741,366,890","8,453"
2023-12-04,KAU23,"8,780",170,1.97,"8,500","8,790","8,500","58,001","504,588,500","8,700"
2023-12-05,KAU23,"8,780",0,0,"8,610","9,040","8,610","121,901","1,080,546,650","8,864"
2023-12-06,KAU23,"9,500",720,8.2,"8,500","9,590","8,500","90,057","822,862,560","9,137"
2023-12-07,KAU23,"10,450",950,10,"9,200","10,450","9,200","219,509","2,237,092,250","10,191"
2023-12-08,KAU23,"10,000",-450,-4.31,"10,750","11,000","10,000","647,001","6,960,261,900","10,758"
2023-12-11,KAU23,"9,000",-1000,-10,"9,800","9,990","9,000","162,115","1,487,314,960","9,174"
2023-12-12,KAU23,"9,080",80,0.89,"8,160","9,100","8,150","965,815","8,676,889,120","8,984"
2023-12-13,KAU23,"9,540",460,5.07,"9,300","9,570","9,300","461,704","4,394,211,020","9,517"
2023-12-14,KAU23,"9,670",130,1.36,"9,000","9,700","9,000","139,021","1,346,131,010","9,683"
2023-12-15,KAU23,"9,450",-220,-2.28,"9,550","9,670","9,300","203,502","1,930,249,170","9,485"
2023-12-18,KAU23,"9,440",-10,-0.11,"8,510","9,800","8,510","263,323","2,492,027,450","9,464"
2023-12-19,KAU23,"9,000",-440,-4.66,"9,600","9,600","8,990","68,501","625,470,420","9,131"
2023-12-20,KAU23,"8,600",-400,-4.44,"9,000","9,000","8,500","19,685","171,565,000","8,716"
2023-12-21,KAU23,"8,300",-300,-3.49,"8,490","8,490","8,100","118,500","984,440,100","8,308"
2023-12-22,KAU23,"8,090",-210,-2.53,"8,300","8,300","8,010","118,565","967,364,500","8,159"
2023-12-26,KAU23,"8,270",180,2.22,"8,000","8,450","8,000","315,240","2,602,392,400","8,255"
2023-12-27,KAU23,"8,200",-70,-0.85,"8,300","8,300","8,000","11,098,585","90,618,169,860","8,165"
2023-12-28,KAU23,"9,020",820,10,"8,200","9,020","8,100","1,790,282","14,678,453,040","8,199"
2024-01-02,KAU23,"9,350",330,3.66,"9,340","9,370","9,340","43,148","404,166,750","9,367"
2024-01-03,KAU23,"8,730",-620,-6.63,"8,500","8,890","8,500","25,996","226,654,450","8,719"
2024-01-04,KAU23,"8,900",170,1.95,"8,900","8,900","8,210","138,809","1,192,627,930","8,592"
2024-01-05,KAU23,"8,490",-410,-4.61,"8,200","8,840","8,200","581,003","4,805,945,740","8,272"
2024-01-08,KAU23,"8,160",-330,-3.89,"8,300","8,300","8,150","882,000","7,208,410,000","8,173"
2024-01-09,KAU23,"8,030",-130,-1.59,"8,150","8,150","8,000","1,370,000","11,007,044,000","8,034"
2024-01-10,KAU23,"8,250",220,2.74,"8,110","8,320","8,050","1,956,607","16,044,311,380","8,200"
2024-01-11,KAU23,"8,460",210,2.55,"8,220","8,460","8,220","2,353,399","19,416,824,620","8,251"
2024-01-12,KAU23,"8,680",220,2.6,"8,690","8,690","8,150","154,302","1,301,473,940","8,435"
2024-01-15,KAU23,"8,520",-160,-1.84,"8,100","8,730","8,100","205,172","1,746,255,450","8,511"
2024-01-16,KAU23,"8,620",100,1.17,"8,400","8,660","8,400","1,295,333","11,090,215,830","8,562"
2024-01-17,KAU23,"8,930",310,3.6,"8,740","9,260","8,740","1,797,114","16,284,781,230","9,062"
2024-01-18,KAU23,"9,000",70,0.78,"8,910","9,020","8,910","1,531,900","13,777,335,000","8,994"
2024-01-19,KAU23,"9,020",20,0.22,"9,050","9,050","8,950","813,101","7,317,948,950","9,000"
2024-01-22,KAU23,"9,070",50,0.55,"9,020","9,090","9,010","1,443,026","13,027,514,620","9,028"
2024-01-23,KAU23,"9,070",0,0,"8,900","9,070","8,800","20,601","183,792,060","8,922"
2024-01-24,KAU23,"8,990",-80,-0.88,"9,060","9,060","8,850","25,950","232,903,500","8,975"
2024-01-25,KAU23,"8,800",-190,-2.11,"9,000","9,000","8,630","41,601","368,973,950","8,869"
2024-01-26,KAU23,"8,990",190,2.16,"8,900","8,990","8,700","14,000","124,387,000","8,885"
2024-01-29,KAU23,"8,920",-70,-0.78,"8,720","8,920","8,720","24,437","215,746,640","8,829"
2024-01-30,KAU23,"8,920",0,0,"9,810","9,810","8,920","71,610","655,263,000","9,150"
2024-01-31,KAU23,"9,200",280,3.14,"8,990","9,200","8,710","158,602","1,429,439,400","9,013"
2024-02-01,KAU23,"9,150",-50,-0.54,"9,200","9,200","8,910","31,200","282,843,000","9,065"
2024-02-02,KAU23,"8,970",-180,-1.97,"8,960","8,970","8,750","124,500","1,130,970,000","9,084"
2024-02-05,KAU23,"9,030",60,0.67,"8,970","9,030","8,970","65,675","590,267,500","8,988"
2024-02-06,KAU23,"9,030",0,0,"9,000","9,040","9,000","70,998","640,522,000","9,022"
2024-02-07,KAU23,"9,110",80,0.89,"9,000","9,110","9,000","78,100","706,491,000","9,046"
2024-02-08,KAU23,"9,100",-10,-0.11,"9,130","9,130","9,060","77,500","704,395,000","9,089"
2024-02-13,KAU23,"9,100",0,0,"9,100","9,100","9,080","30,800","280,119,000","9,095"
2024-02-14,KAU23,"9,120",20,0.22,"9,100","9,120","8,980","157,300","1,427,386,000","9,074"
2024-02-15,KAU23,"9,140",20,0.22,"9,050","9,140","9,050","113,420","1,032,056,800","9,099"
2024-02-16,KAU23,"9,130",-10,-0.11,"9,070","9,130","9,070","132,600","1,209,297,000","9,120"
2024-02-19,KAU23,"9,150",20,0.22,"9,100","9,150","9,100","163,040","1,487,787,230","9,125"
2024-02-20,KAU23,"9,120",-30,-0.33,"9,080","9,120","9,050","175,097","1,587,858,850","9,068"
2024-02-21,KAU23,"9,130",10,0.11,"9,100","9,130","9,050","243,446","2,211,260,220","9,083"
2024-02-22,KAU23,"9,140",10,0.11,"9,080","9,140","9,080","79,500","724,663,000","9,115"
2024-02-23,KAU23,"9,130",-10,-0.11,"9,090","9,130","9,090","74,092","674,394,280","9,102"
2024-02-26,KAU23,"9,130",0,0,"9,120","9,130","9,100","49,210","448,577,300","9,116"
2024-02-27,KAU23,"9,100",-30,-0.33,"9,090","9,100","9,090","34,900","317,487,000","9,097"
2024-02-28,KAU23,"9,140",40,0.44,"9,060","9,140","9,060","200,844","1,827,589,960","9,100"
2024-02-29,KAU23,"9,140",0,0,"9,130","9,140","9,090","114,666","1,045,916,600","9,121"
2024-03-04,KAU23,"9,090",-50,-0.55,"9,120","9,150","9,090","49,212","449,019,800","9,124"
2024-03-05,KAU23,"9,100",10,0.11,"9,090","9,100","9,040","153,240","1,389,212,500","9,066"
2024-03-06,KAU23,"9,100",0,0,"9,080","9,100","9,040","143,500","1,299,970,000","9,059"
2024-03-07,KAU23,"9,090",-10,-0.11,"9,070","9,090","9,050","123,464","1,118,866,760","9,062"
2024-03-08,KAU23,"9,090",0,0,"9,070","9,090","9,040","108,536","984,042,880","9,067"
2024-03-11,KAU23,"9,100",10,0.11,"9,100","9,100","9,040","138,390","1,255,855,400","9,075"
2024-03-12,KAU23,"9,090",-10,-0.11,"9,080","9,090","9,040","121,300","1,099,949,000","9,068"
2024-03-13,KAU23,"9,100",10,0.11,"9,060","9,100","9,040","204,110","1,847,979,400","9,054"
2024-03-14,KAU23,"9,100",0,0,"9,080","9,100","9,040","183,400","1,662,859,000","9,067"
2024-03-15,KAU23,"9,100",0,0,"9,070","9,100","9,040","169,800","1,538,947,000","9,063"
2024-03-18,KAU23,"9,100",0,0,"9,060","9,100","9,040","222,500","2,017,557,000","9,068"
2024-03-19,KAU23,"9,050",-50,-0.55,"9,050","9,050","9,000","243,500","2,198,700,000","9,030"
2024-03-20,KAU23,"9,030",-20,-0.22,"9,050","9,050","8,980","281,820","2,540,965,700","9,016"
2024-03-21,KAU23,"9,020",-10,-0.11,"9,010","9,020","8,990","171,801","1,547,239,020","9,006"
2024-03-22,KAU23,"8,910",-110,-1.22,"8,950","8,980","8,740","121,411","1,082,026,950","8,912"
2024-03-25,KAU23,"8,690",-220,-2.47,"8,810","8,810","8,650","281,060","2,450,938,850","8,720"
2024-03-26,KAU23,"8,420",-270,-3.11,"8,600","8,600","8,230","276,400","2,325,850,970","8,415"
2024-03-27,KAU23,"8,100",-320,-3.8,"8,060","8,250","8,060","176,800","1,440,797,310","8,149"
2024-03-28,KAU23,"8,100",0,0,"8,000","8,150","7,550","573,164","4,469,533,850","7,798"
2024-03-29,KAU23,"8,130",30,0.37,"7,950","8,130","7,950","286,750","2,309,240,900","8,053"
2024-04-01,KAU23,"8,160",30,0.37,"8,100","8,160","8,000","126,500","1,025,666,000","8,108"
2024-04-02,KAU23,"8,200",40,0.49,"8,000","8,200","8,000","139,284","1,133,222,140","8,136"
2024-04-03,KAU23,"8,220",20,0.24,"8,170","8,220","8,070","229,401","1,865,917,220","8,134"
2024-04-04,KAU23,"8,240",20,0.24,"8,150","8,240","8,140","219,800","1,802,075,000","8,199"
2024-04-05,KAU23,"8,490",250,3.03,"8,230","8,500","8,170","210,796","1,740,282,610","8,256"
2024-04-08,KAU23,"8,560",70,0.82,"8,310","8,560","8,310","225,373","1,908,493,700","8,468"
2024-04-09,KAU23,"8,700",140,1.64,"8,450","8,700","8,450","233,138","2,006,371,250","8,606"
2024-04-11,KAU23,"8,850",150,1.72,"8,700","8,850","8,610","285,733","2,491,690,420","8,720"
2024-04-12,KAU23,"9,100",250,2.82,"8,770","9,100","8,770","455,200","4,039,297,930","8,874"
2024-04-15,KAU23,"8,990",-110,-1.21,"8,900","9,050","8,900","221,137","1,982,643,420","8,966"
2024-04-16,KAU23,"9,000",10,0.11,"8,930","9,000","8,870","301,504","2,687,244,660","8,913"
2024-04-17,KAU23,"8,900",-100,-1.11,"8,900","8,970","8,870","294,883","2,624,013,620","8,898"
2024-04-18,KAU23,"8,750",-150,-1.69,"8,800","8,800","8,700","203,471","1,776,146,240","8,729"
2024-04-19,KAU23,"8,750",0,0,"8,620","8,750","8,530","108,080","932,882,000","8,631"
2024-04-22,KAU23,"8,650",-100,-1.14,"8,500","8,650","8,500","163,722","1,409,781,420","8,611"
2024-04-23,KAU23,"8,650",0,0,"8,650","8,650","8,550","202,511","1,737,399,870","8,579"
2024-04-24,KAU23,"8,530",-120,-1.39,"8,630","8,630","8,500","375,747","3,201,543,710","8,520"
2024-04-25,KAU23,"8,520",-10,-0.12,"8,510","8,540","8,500","292,443","2,489,043,650","8,511"
2024-04-26,KAU23,"8,660",140,1.64,"8,490","8,660","8,490","225,669","1,931,494,120","8,559"
2024-04-29,KAU23,"8,710",50,0.58,"8,630","8,710","8,600","101,422","878,699,720","8,664"
2024-04-30,KAU23,"8,760",50,0.57,"8,620","8,800","8,620","131,609","1,150,353,190","8,741"
2024-05-02,KAU23,"8,750",-10,-0.11,"8,700","8,760","8,700","146,540","1,277,377,550","8,717"
2024-05-03,KAU23,"8,730",-20,-0.23,"8,710","8,740","8,710","129,136","1,127,538,640","8,731"
2024-05-07,KAU23,"8,780",50,0.57,"8,650","8,780","8,650","126,451","1,105,597,460","8,743"
2024-05-08,KAU23,"8,730",-50,-0.57,"8,750","8,790","8,730","213,473","1,868,910,710","8,755"
2024-05-09,KAU23,"8,790",60,0.69,"8,730","8,810","8,730","168,249","1,477,812,070","8,783"
2024-05-10,KAU23,"8,830",40,0.46,"8,800","8,850","8,780","148,290","1,308,433,370","8,823"
2024-05-13,KAU23,"8,850",20,0.23,"8,750","8,870","8,750","121,201","1,071,957,840","8,844"
2024-05-14,KAU23,"8,810",-40,-0.45,"8,830","8,850","8,810","112,965","996,857,150","8,824"
2024-05-16,KAU23,"8,870",60,0.68,"8,810","8,870","8,770","206,465","1,819,478,580","8,813"
2024-05-17,KAU23,"8,950",80,0.9,"8,850","8,950","8,850","245,884","2,188,086,930","8,899"
2024-05-20,KAU23,"8,900",-50,-0.56,"8,950","8,950","8,870","131,765","1,171,014,100","8,887"
2024-05-21,KAU23,"8,880",-20,-0.22,"8,900","8,900","8,870","145,857","1,295,574,560","8,882"
2024-05-22,KAU23,"8,850",-30,-0.34,"8,870","8,870","8,800","253,765","2,239,591,410","8,825"
2024-05-23,KAU23,"8,860",10,0.11,"8,830","8,870","8,810","188,262","1,667,326,550","8,856"
2024-05-24,KAU23,"8,870",10,0.11,"8,840","8,880","8,800","139,680","1,238,407,700","8,866"
2024-05-27,KAU23,"8,880",10,0.11,"8,800","8,880","8,800","158,578","1,406,136,400","8,867"
2024-05-28,KAU23,"8,870",-10,-0.11,"8,850","8,890","8,850","95,852","850,957,110","8,878"
2024-05-29,KAU23,"8,860",-10,-0.11,"8,860","8,880","8,820","141,961","1,257,768,520","8,860"
2024-05-30,KAU23,"8,900",40,0.45,"8,890","8,900","8,860","272,716","2,422,883,440","8,884"
2024-05-31,KAU23,"8,890",-10,-0.11,"8,860","8,890","8,830","237,588","2,106,619,110","8,867"
2024-06-03,KAU23,"8,850",-40,-0.45,"8,800","8,850","8,700","65,662","578,662,380","8,813"
2024-06-04,KAU23,"8,640",-210,-2.37,"7,970","8,700","7,970","176,539","1,523,780,450","8,631"
2024-06-05,KAU23,"8,600",-40,-0.46,"8,600","8,620","8,560","381,157","3,279,265,170","8,603"
2024-06-07,KAU23,"8,640",40,0.47,"8,590","8,640","8,590","107,410","924,318,230","8,606"
2024-06-10,KAU23,"8,650",10,0.12,"8,630","8,650","8,620","365,841","3,157,862,820","8,632"
2024-06-11,KAU23,"8,680",30,0.35,"8,560","8,680","8,330","368,411","3,182,140,890","8,637"
2024-06-12,KAU23,"8,670",-10,-0.12,"8,650","8,680","8,650","285,464","2,473,270,240","8,664"
2024-06-13,KAU23,"8,710",40,0.46,"8,670","8,710","8,640","357,368","3,100,903,130","8,677"
2024-06-14,KAU23,"8,760",50,0.57,"8,690","8,760","8,690","320,547","2,795,898,410","8,722"
2024-06-17,KAU23,"8,820",60,0.68,"8,710","8,840","8,710","422,249","3,716,014,800","8,801"
2024-06-18,KAU23,"8,850",30,0.34,"8,820","8,860","8,820","389,198","3,442,616,030","8,845"
2024-06-19,KAU23,"8,910",60,0.68,"8,860","8,930","8,860","351,846","3,131,972,000","8,902"
2024-06-20,KAU23,"8,900",-10,-0.11,"8,840","8,910","8,840","281,298","2,504,492,220","8,903"
2024-06-21,KAU23,"8,940",40,0.45,"8,880","8,940","8,880","182,506","1,627,878,210","8,920"
2024-06-24,KAU23,"8,920",-20,-0.22,"8,970","8,970","8,890","112,959","1,007,848,170","8,922"
2024-06-25,KAU23,"8,930",10,0.11,"8,900","8,940","8,890","394,706","3,516,695,500","8,910"
2024-06-26,KAU23,"8,950",20,0.22,"8,930","8,950","8,900","239,848","2,142,608,550","8,933"
2024-06-27,KAU23,"8,950",0,0,"8,930","8,960","8,910","330,849","2,960,384,030","8,948"
2024-06-28,KAU23,"8,950",0,0,"8,960","8,960","8,950","204,558","1,832,230,210","8,957"
2024-07-01,KAU23,"8,950",0,0,"8,950","8,960","8,940","82,319","736,921,050","8,952"
2024-07-02,KAU23,"8,970",20,0.22,"8,940","8,970","8,940","200,414","1,795,000,430","8,956"
2024-07-03,KAU23,"8,990",20,0.22,"8,970","8,990","8,600","205,014","1,839,820,730","8,974"
2024-07-04,KAU23,"8,980",-10,-0.11,"8,990","8,990","8,970","201,929","1,814,066,790","8,984"
2024-07-05,KAU23,"8,980",0,0,"8,980","8,990","8,950","78,358","703,248,570","8,975"
2024-07-08,KAU23,"8,980",0,0,"8,970","8,990","8,970","192,501","1,728,318,870","8,978"
2024-07-09,KAU23,"8,970",-10,-0.11,"8,960","8,980","8,950","209,808","1,880,454,970","8,963"
2024-07-10,KAU23,"8,980",10,0.11,"8,970","8,980","8,940","302,899","2,715,431,950","8,965"
2024-07-11,KAU23,"8,990",10,0.11,"8,990","8,990","8,970","205,853","1,849,146,610","8,983"
2024-07-12,KAU23,"8,990",0,0,"8,990","9,000","8,980","174,655","1,570,076,620","8,990"
2024-07-15,KAU23,"8,990",0,0,"8,990","9,000","8,990","98,209","883,113,580","8,992"
2024-07-16,KAU23,"8,990",0,0,"8,980","8,990","8,970","143,503","1,289,235,940","8,984"
2024-07-17,KAU23,"9,000",10,0.11,"8,990","9,000","8,980","177,647","1,596,781,190","8,989"
2024-07-18,KAU23,"9,000",0,0,"8,990","9,000","8,980","227,589","2,045,913,380","8,990"
2024-07-19,KAU23,"9,000",0,0,"8,990","9,000","8,990","202,652","1,822,361,480","8,993"
2024-07-22,KAU23,"9,000",0,0,"9,000","9,000","8,970","318,245","2,858,178,520","8,981"
2024-07-23,KAU23,"9,010",10,0.11,"9,000","9,010","8,980","291,992","2,627,647,260","8,999"
2024-07-24,KAU23,"9,020",10,0.11,"8,990","9,020","8,990","477,745","4,298,203,950","8,997"
2024-07-25,KAU23,"9,300",280,3.1,"9,020","9,300","9,000","253,684","2,292,729,000","9,038"
2024-07-26,KAU23,"9,200",-100,-1.08,"9,070","9,200","9,010","169,621","1,540,810,230","9,084"
